x,y,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,STATION_NAME,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,LOCAL_DATE,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,LOCAL_MONTH,TOTAL_RAIN,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,ID,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,LOCAL_YEAR
-52.742777777777775,47.62222222222222,8403506,,25,0,,-8.1,,64,,ST JOHN'S A,,84,26.1,1957-01-02 00:00:00,2,,2.3,-5.6,,-10.6,1,0,,,8403506.1957.1.2,,,2.3,,97,25,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,25,0,,-6.7,,54,,ST JOHN'S A,,88,24.7,1957-01-03 00:00:00,3,,0.5,-5,,-8.3,1,0,,,8403506.1957.1.3,,,0.5,,80,28,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-6.1,,65,T,ST JOHN'S A,,84,24.1,1957-01-04 00:00:00,4,,0.5,-2.8,,-9.4,1,0,,,8403506.1957.1.4,,,0.5,,64,28,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,34,0,,-4.8,,81,,ST JOHN'S A,,96,22.8,1957-01-05 00:00:00,5,,18.3,-2.8,,-6.7,1,0,,,8403506.1957.1.5,,,18.3,,40,28,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,29,0,,-13.9,,52,,ST JOHN'S A,,84,31.9,1957-01-06 00:00:00,6,,0,-11.1,,-16.7,1,0,T,,8403506.1957.1.6,,,0,,72,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-8.6,,63,,ST JOHN'S A,,84,26.6,1957-01-07 00:00:00,7,,2.5,-2.2,,-15,1,0,,,8403506.1957.1.7,,,2.5,,48,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-1.7,,81,,ST JOHN'S A,,100,19.7,1957-01-08 00:00:00,8,,23.1,2.8,,-6.1,1,17.3,,,8403506.1957.1.8,,,40.4,,113,48,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-3.9,,74,,ST JOHN'S A,,100,21.9,1957-01-09 00:00:00,9,,1.5,-2.8,,-5,1,0,,,8403506.1957.1.9,,,1.5,,72,43,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,20,0,,-2.3,,81,,ST JOHN'S A,,100,20.3,1957-01-10 00:00:00,10,,22.9,1.1,,-5.6,1,6.6,,,8403506.1957.1.10,,,29.5,,40,43,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,5,0,,-5.3,,77,,ST JOHN'S A,,100,23.3,1957-01-11 00:00:00,11,,4.8,0.6,,-11.1,1,5.1,,,8403506.1957.1.11,,,9.9,,97,66,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-10.3,,57,,ST JOHN'S A,,80,28.3,1957-01-12 00:00:00,12,,0.8,-2.2,,-18.3,1,0,,,8403506.1957.1.12,,,0.8,,80,69,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,18,0,,-7.5,,75,,ST JOHN'S A,,100,25.5,1957-01-13 00:00:00,13,,1.5,3.9,,-18.9,1,36.3,,,8403506.1957.1.13,,,37.8,,105,69,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,18,0,,-2.5,,84,,ST JOHN'S A,,100,20.5,1957-01-14 00:00:00,14,,0.8,2.2,,-7.2,1,0,,,8403506.1957.1.14,,,0.8,,117,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-8.7,,76,,ST JOHN'S A,,92,26.7,1957-01-15 00:00:00,15,,10.7,-5.6,,-11.7,1,0,,,8403506.1957.1.15,,,10.7,,0,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-12.3,,66,,ST JOHN'S A,,79,30.3,1957-01-16 00:00:00,16,,7.1,-3.9,,-20.6,1,0,,,8403506.1957.1.16,,,7.1,,0,30,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,14,0,,-8.6,,68,T,ST JOHN'S A,,100,26.6,1957-01-17 00:00:00,17,,5.6,1.7,,-18.9,1,0,,,8403506.1957.1.17,,,5.6,,103,38,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,25,0,,-4.7,,71,,ST JOHN'S A,,92,22.7,1957-01-18 00:00:00,18,,4.3,-3.3,,-6.1,1,0,,,8403506.1957.1.18,,,4.3,,80,41,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-11.7,,48,,ST JOHN'S A,,80,29.7,1957-01-19 00:00:00,19,,1.8,-8.9,,-14.4,1,0,,,8403506.1957.1.19,,,1.8,,56,43,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,0,0,,-9.2,,50,,ST JOHN'S A,,88,27.2,1957-01-20 00:00:00,20,,0,-3.9,,-14.4,1,0,T,,8403506.1957.1.20,,,0,,0,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,-6.7,,69,,ST JOHN'S A,,96,24.7,1957-01-21 00:00:00,21,,1,0.6,,-13.9,1,0,,,8403506.1957.1.21,,,1,,77,46,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,25,0,,0.9,,85,T,ST JOHN'S A,,100,17.1,1957-01-22 00:00:00,22,,0,6.1,,-4.4,1,0,T,,8403506.1957.1.22,,,0,,72,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,23,0,,6.7,,86,,ST JOHN'S A,,100,11.3,1957-01-23 00:00:00,23,,0,10.6,,2.8,1,9.1,,,8403506.1957.1.23,,,9.1,,113,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,20,0,,-9.7,,56,,ST JOHN'S A,,96,27.7,1957-01-24 00:00:00,24,,0,-5,,-14.4,1,0,T,,8403506.1957.1.24,,,0,,121,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-12,,55,,ST JOHN'S A,,80,30,1957-01-25 00:00:00,25,,5.6,-8.3,,-15.6,1,0,,,8403506.1957.1.25,,,5.6,,61,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,2,0,,-14.2,,66,,ST JOHN'S A,,83,32.2,1957-01-26 00:00:00,26,,1,-12.2,,-16.1,1,0,,,8403506.1957.1.26,,,1,,48,8,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,18,0,,-11.1,,49,,ST JOHN'S A,,88,29.1,1957-01-27 00:00:00,27,,1.3,-4.4,,-17.8,1,0,,,8403506.1957.1.27,,,1.3,,64,8,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-13.9,,41,,ST JOHN'S A,,92,31.9,1957-01-28 00:00:00,28,,0.3,-12.8,,-15,1,0,,,8403506.1957.1.28,,,0.3,,89,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,29,0,,-20.8,,50,,ST JOHN'S A,,79,38.8,1957-01-29 00:00:00,29,,0,-18.3,,-23.3,1,0,T,,8403506.1957.1.29,,,0,,80,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-17.8,,40,,ST JOHN'S A,,79,35.8,1957-01-30 00:00:00,30,,0,-15,,-20.6,1,0,,,8403506.1957.1.30,,,0,,64,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-10.3,,46,,ST JOHN'S A,,88,28.3,1957-01-31 00:00:00,31,,2.8,-2.2,,-18.3,1,0,,,8403506.1957.1.31,,,2.8,,80,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-6.1,,60,,ST JOHN'S A,,92,24.1,1957-02-01 00:00:00,1,,2,0,,-12.2,2,0,,,8403506.1957.2.1,,,2,,97,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,29,0,,-13.6,,52,,ST JOHN'S A,,72,31.6,1957-02-02 00:00:00,2,,0,-10,,-17.2,2,0,T,,8403506.1957.2.2,,,0,,80,13,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-11.7,,55,,ST JOHN'S A,,73,29.7,1957-02-03 00:00:00,3,,0,-6.7,,-16.7,2,0,,,8403506.1957.2.3,,,0,,64,10,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-7.5,,61,,ST JOHN'S A,,96,25.5,1957-02-04 00:00:00,4,,8.6,-1.7,,-13.3,2,0,,,8403506.1957.2.4,,,8.6,,48,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-9.7,,63,,ST JOHN'S A,,100,27.7,1957-02-05 00:00:00,5,,1.5,-7.2,,-12.2,2,0,,,8403506.1957.2.5,,,1.5,,80,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,32,0,,-11.1,,45,,ST JOHN'S A,,83,29.1,1957-02-06 00:00:00,6,,0,-8.3,,-13.9,2,0,T,,8403506.1957.2.6,,,0,,80,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-8.1,,50,,ST JOHN'S A,,77,26.1,1957-02-07 00:00:00,7,,1.8,-1.1,,-15,2,0,,,8403506.1957.2.7,,,1.8,,56,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-6.4,,58,,ST JOHN'S A,,100,24.4,1957-02-08 00:00:00,8,,4.3,0.6,,-13.3,2,0,,,8403506.1957.2.8,,,4.3,,72,23,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-13.9,,43,,ST JOHN'S A,,66,31.9,1957-02-09 00:00:00,9,,0,-11.1,,-16.7,2,0,,,8403506.1957.2.9,,,0,,89,28,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,9,0,,-7.8,,51,T,ST JOHN'S A,,92,25.8,1957-02-10 00:00:00,10,,29,-1.1,,-14.4,2,0,,,8403506.1957.2.10,,,29,,80,28,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-3.4,,77,T,ST JOHN'S A,,96,21.4,1957-02-11 00:00:00,11,,0.3,0,,-6.7,2,0,,,8403506.1957.2.11,,,0.3,,105,56,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-6.4,,74,T,ST JOHN'S A,,92,24.4,1957-02-12 00:00:00,12,,6.9,-2.8,,-10,2,0,,,8403506.1957.2.12,,,6.9,,56,56,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,36,0,,-6.1,,85,T,ST JOHN'S A,,96,24.1,1957-02-13 00:00:00,13,,0.3,-2.2,,-10,2,0,,,8403506.1957.2.13,,,0.3,,72,64,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,2,0,,-2.2,,96,,ST JOHN'S A,,100,20.2,1957-02-14 00:00:00,14,,0,0,,-4.4,2,1,,,8403506.1957.2.14,,,1,,48,64,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,9,0,,0,,100,,ST JOHN'S A,,100,18,1957-02-15 00:00:00,15,,21.6,0.6,,-0.6,2,13.2,,,8403506.1957.2.15,,,34.8,,56,58,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,9,0,,0.6,,88,,ST JOHN'S A,,100,17.4,1957-02-16 00:00:00,16,,0,1.7,,-0.6,2,32,,,8403506.1957.2.16,,,32,,72,64,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-0.9,,78,,ST JOHN'S A,,100,18.9,1957-02-17 00:00:00,17,,4.8,1.1,,-2.8,2,10.7,,,8403506.1957.2.17,,,15.5,,80,43,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,-2,,72,,ST JOHN'S A,,100,20,1957-02-18 00:00:00,18,,2.5,0,,-3.9,2,0,,,8403506.1957.2.18,,,2.5,,56,43,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,-3.1,,75,,ST JOHN'S A,,88,21.1,1957-02-19 00:00:00,19,,0.3,-1.7,,-4.4,2,0,,,8403506.1957.2.19,,,0.3,,48,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-4.2,,81,,ST JOHN'S A,,96,22.2,1957-02-20 00:00:00,20,,7.6,-1.7,,-6.7,2,0,,,8403506.1957.2.20,,,7.6,,0,46,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,34,0,,-4.2,,81,,ST JOHN'S A,,96,22.2,1957-02-21 00:00:00,21,,20.6,-2.2,,-6.1,2,0,,,8403506.1957.2.21,,,20.6,,72,53,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-3.3,,81,,ST JOHN'S A,,96,21.3,1957-02-22 00:00:00,22,,4.6,-2.2,,-4.4,2,0,,,8403506.1957.2.22,,,4.6,,89,74,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-5.9,,60,,ST JOHN'S A,,92,23.9,1957-02-23 00:00:00,23,,0.3,-3.9,,-7.8,2,0,,,8403506.1957.2.23,,,0.3,,56,79,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-5.3,,77,,ST JOHN'S A,,96,23.3,1957-02-24 00:00:00,24,,5.8,-2.8,,-7.8,2,0,,,8403506.1957.2.24,,,5.8,,0,76,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-8.1,,70,,ST JOHN'S A,,96,26.1,1957-02-25 00:00:00,25,,4.6,-6.7,,-9.4,2,0,,,8403506.1957.2.25,,,4.6,,56,81,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-8.6,,62,,ST JOHN'S A,,88,26.6,1957-02-26 00:00:00,26,,0,-5,,-12.2,2,0,,,8403506.1957.2.26,,,0,,48,86,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-3.6,,78,,ST JOHN'S A,,96,21.6,1957-02-27 00:00:00,27,,0,1.7,,-8.9,2,10.4,,,8403506.1957.2.27,,,10.4,,72,86,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,29,0,,-8.1,,57,,ST JOHN'S A,,100,26.1,1957-02-28 00:00:00,28,,0,-1.1,,-15,2,0,T,,8403506.1957.2.28,,,0,,89,74,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,32,0,,-12,,45,,ST JOHN'S A,,76,30,1957-03-01 00:00:00,1,,0,-7.8,,-16.1,3,0,T,,8403506.1957.3.1,,,0,,56,69,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-7,,76,,ST JOHN'S A,,96,25,1957-03-02 00:00:00,2,,4.8,-1.1,,-12.8,3,0.3,,,8403506.1957.3.2,,,5.1,,0,69,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-1.1,,75,,ST JOHN'S A,,100,19.1,1957-03-03 00:00:00,3,,4.3,0.6,,-2.8,3,0.5,,,8403506.1957.3.3,,,4.8,,0,74,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,-2.3,,75,,ST JOHN'S A,,100,20.3,1957-03-04 00:00:00,4,,4.1,-0.6,,-3.9,3,0,,,8403506.1957.3.4,,,4.1,,64,74,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,-4.2,,74,,ST JOHN'S A,,92,22.2,1957-03-05 00:00:00,5,,5.3,-2.8,,-5.6,3,0,,,8403506.1957.3.5,,,5.3,,64,79,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,36,0,,-3.1,,81,T,ST JOHN'S A,,96,21.1,1957-03-06 00:00:00,6,,9.9,1.1,,-7.2,3,0,,,8403506.1957.3.6,,,9.9,,48,84,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,36,0,,-1.4,,88,T,ST JOHN'S A,,100,19.4,1957-03-07 00:00:00,7,,0,1.1,,-3.9,3,0,T,,8403506.1957.3.7,,,0,,80,91,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-2.2,,75,,ST JOHN'S A,,96,20.2,1957-03-08 00:00:00,8,,0,-1.1,,-3.3,3,0,,,8403506.1957.3.8,,,0,,0,84,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-3.1,,75,T,ST JOHN'S A,,96,21.1,1957-03-09 00:00:00,9,,0,-1.1,,-5,3,0,T,,8403506.1957.3.9,,,0,,0,81,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,16,0,,-0.6,,92,,ST JOHN'S A,,100,18.6,1957-03-10 00:00:00,10,,0,2.8,,-3.9,3,39.1,,,8403506.1957.3.10,,,39.1,,72,76,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,11,0,,1.4,,100,,ST JOHN'S A,,100,16.6,1957-03-11 00:00:00,11,,0,2.8,,0,3,31.8,,,8403506.1957.3.11,,,31.8,,113,51,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,7,0,,-0.3,,78,T,ST JOHN'S A,,100,18.3,1957-03-12 00:00:00,12,,0,1.1,,-1.7,3,0,T,,8403506.1957.3.12,,,0,,97,25,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,2,0,,-0.3,,81,T,ST JOHN'S A,,92,18.3,1957-03-13 00:00:00,13,,0,1.1,,-1.7,3,0,T,,8403506.1957.3.13,,,0,,72,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,36,0,,-1.4,,81,T,ST JOHN'S A,,96,19.4,1957-03-14 00:00:00,14,,0.5,-0.6,,-2.2,3,0,,,8403506.1957.3.14,,,0.5,,72,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,34,0,,-1.4,,92,T,ST JOHN'S A,,100,19.4,1957-03-15 00:00:00,15,,0.5,0,,-2.8,3,0,,,8403506.1957.3.15,,,0.5,,80,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,0,0,,-3.6,,85,,ST JOHN'S A,,96,21.6,1957-03-16 00:00:00,16,,0,-2.2,,-5,3,0,T,,8403506.1957.3.16,,,0,,0,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-0.9,,72,,ST JOHN'S A,,100,18.9,1957-03-17 00:00:00,17,,0,3.9,,-5.6,3,0,,,8403506.1957.3.17,,,0,,0,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-4.2,,85,T,ST JOHN'S A,,96,22.2,1957-03-18 00:00:00,18,,2.3,-1.7,,-6.7,3,0,,,8403506.1957.3.18,,,2.3,,0,13,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-1.7,,78,,ST JOHN'S A,,100,19.7,1957-03-19 00:00:00,19,,1.3,0,,-3.3,3,0,,,8403506.1957.3.19,,,1.3,,61,15,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-2,,68,,ST JOHN'S A,,100,20,1957-03-20 00:00:00,20,,0.8,1.7,,-5.6,3,0,,,8403506.1957.3.20,,,0.8,,48,13,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,9,0,,-2,,96,,ST JOHN'S A,,100,20,1957-03-21 00:00:00,21,,7.6,0,,-3.9,3,15.5,,,8403506.1957.3.21,,,23.1,,64,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,9,0,,0.3,,96,,ST JOHN'S A,,100,17.7,1957-03-22 00:00:00,22,,0,1.7,,-1.1,3,7.6,,,8403506.1957.3.22,,,7.6,,32,13,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,1.1,,88,,ST JOHN'S A,,100,16.9,1957-03-23 00:00:00,23,,0,3.3,,-1.1,3,0.8,,,8403506.1957.3.23,,,0.8,,72,8,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,1.4,,57,,ST JOHN'S A,,88,16.6,1957-03-24 00:00:00,24,,0,5,,-2.2,3,0,,,8403506.1957.3.24,,,0,,80,8,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-3.7,,72,,ST JOHN'S A,,96,21.7,1957-03-25 00:00:00,25,,6.1,-0.6,,-6.7,3,0,,,8403506.1957.3.25,,,6.1,,0,5,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-3.1,,85,,ST JOHN'S A,,96,21.1,1957-03-26 00:00:00,26,,9.1,-0.6,,-5.6,3,0,,,8403506.1957.3.26,,,9.1,,105,13,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-5,,81,,ST JOHN'S A,,88,23,1957-03-27 00:00:00,27,,15.7,-3.3,,-6.7,3,0,,,8403506.1957.3.27,,,15.7,,80,18,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,34,0,,-7.8,,77,,ST JOHN'S A,,88,25.8,1957-03-28 00:00:00,28,,2.3,-6.7,,-8.9,3,0,,,8403506.1957.3.28,,,2.3,,97,33,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-9.5,,49,,ST JOHN'S A,,80,27.5,1957-03-29 00:00:00,29,,0,-6.1,,-12.8,3,0,,,8403506.1957.3.29,,,0,,72,36,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-9.4,,34,,ST JOHN'S A,,76,27.4,1957-03-30 00:00:00,30,,0,-4.4,,-14.4,3,0,,,8403506.1957.3.30,,,0,,0,33,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-9.5,,36,,ST JOHN'S A,,87,27.5,1957-03-31 00:00:00,31,,1.8,-3.9,,-15,3,0,,,8403506.1957.3.31,,,1.8,,0,25,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-4.8,,53,,ST JOHN'S A,,92,22.8,1957-04-01 00:00:00,1,,0,1.1,,-10.6,4,0,,,8403506.1957.4.1,,,0,,61,25,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,25,0,,-1.4,,35,,ST JOHN'S A,,100,19.4,1957-04-02 00:00:00,2,,0,7.2,,-10,4,22.4,,,8403506.1957.4.2,,,22.4,,56,20,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-0.3,,52,,ST JOHN'S A,,100,18.3,1957-04-03 00:00:00,3,,3,6.7,,-7.2,4,0.8,,,8403506.1957.4.3,,,3.8,,105,5,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-6.1,,59,,ST JOHN'S A,,92,24.1,1957-04-04 00:00:00,4,,5.3,-2.8,,-9.4,4,0,,,8403506.1957.4.4,,,5.3,,113,8,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,32,0,,-3.1,,48,,ST JOHN'S A,,92,21.1,1957-04-05 00:00:00,5,,0,0,,-6.1,4,0,T,,8403506.1957.4.5,,,0,,97,10,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,29,0,,-1.2,,42,,ST JOHN'S A,,85,19.2,1957-04-06 00:00:00,6,,2.5,3.3,,-5.6,4,1.8,,,8403506.1957.4.6,,,4.3,,48,5,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,14,0,,-1.1,,92,,ST JOHN'S A,,100,19.1,1957-04-07 00:00:00,7,,0.8,1.1,,-3.3,4,3,,,8403506.1957.4.7,,,3.8,,89,5,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,25,0,,0.8,,69,,ST JOHN'S A,,96,17.2,1957-04-08 00:00:00,8,,0.3,3.3,,-1.7,4,0,,,8403506.1957.4.8,,,0.3,,51,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,14,0,,1.7,,62,,ST JOHN'S A,,100,16.3,1957-04-09 00:00:00,9,,0,5.6,,-2.2,4,5.1,,,8403506.1957.4.9,,,5.1,,80,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,14,0,,-0.8,,82,T,ST JOHN'S A,,100,18.8,1957-04-10 00:00:00,10,,2.5,0.6,,-2.2,4,0,,,8403506.1957.4.10,,,2.5,,89,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,0,,78,,ST JOHN'S A,,96,18,1957-04-11 00:00:00,11,,0.3,1.7,,-1.7,4,0,,,8403506.1957.4.11,,,0.3,,80,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,25,0,,1.4,,67,,ST JOHN'S A,,88,16.6,1957-04-12 00:00:00,12,,0,3.9,,-1.1,4,0,T,,8403506.1957.4.12,,,0,,80,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,3.9,,36,,ST JOHN'S A,,100,14.1,1957-04-13 00:00:00,13,,0,9.4,,-1.7,4,16,,,8403506.1957.4.13,T,,16,,56,0,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,3.1,,52,,ST JOHN'S A,,100,14.9,1957-04-14 00:00:00,14,,0.3,7.2,,-1.1,4,0,,,8403506.1957.4.14,T,,0.3,,105,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,25,0,,1.1,,54,,ST JOHN'S A,,88,16.9,1957-04-15 00:00:00,15,,0,3.9,,-1.7,4,0,,,8403506.1957.4.15,T,,0,,64,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,-0.3,,52,,ST JOHN'S A,,92,18.3,1957-04-16 00:00:00,16,,0,3.3,,-3.9,4,0,,,8403506.1957.4.16,T,,0,,0,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,1.4,,29,,ST JOHN'S A,,92,16.6,1957-04-17 00:00:00,17,,0.5,6.7,,-3.9,4,0,,,8403506.1957.4.17,T,,0.5,,48,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,3.1,,43,,ST JOHN'S A,,100,14.9,1957-04-18 00:00:00,18,,0,6.7,,-0.6,4,0,,,8403506.1957.4.18,T,,0,,48,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,0,0,,1.4,,48,,ST JOHN'S A,,88,16.6,1957-04-19 00:00:00,19,,0,5.6,,-2.8,4,0,,,8403506.1957.4.19,T,,0,,0,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,25,0,,4.2,,27,,ST JOHN'S A,,75,13.8,1957-04-20 00:00:00,20,,0,10,,-1.7,4,0.3,,,8403506.1957.4.20,T,,0.3,,64,0,S,NL,1957
-52.742777777777775,47.62222222222222,8403506,,23,0,,4.2,,57,,ST JOHN'S A,,100,13.8,1957-04-21 00:00:00,21,,0.8,6.1,,2.2,4,3.8,,,8403506.1957.4.21,T,,4.6,,64,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,32,0,,-0.6,,60,,ST JOHN'S A,,100,18.6,1957-04-22 00:00:00,22,,0.3,2.2,,-3.3,4,0,,,8403506.1957.4.22,T,,0.3,,80,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,27,0,,-0.8,,54,,ST JOHN'S A,,100,18.8,1957-04-23 00:00:00,23,,6.4,2.8,,-4.4,4,0,,,8403506.1957.4.23,T,,6.4,,64,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,2,0,,-3.4,,56,,ST JOHN'S A,,92,21.4,1957-04-24 00:00:00,24,,0.3,0,,-6.7,4,0,,,8403506.1957.4.24,,,0.3,,48,3,,NL,1957
-52.742777777777775,47.62222222222222,8403506,T,36,0,,-3.9,,75,,ST JOHN'S A,,85,21.9,1957-04-25 00:00:00,25,,0,-1.1,,-6.7,4,0,T,,8403506.1957.4.25,T,,0,,72,0,,NL,1957
-52.742777777777775,47.62222222222222,8403506,,36,0,,-0.8,,75,,ST JOHN'S A,,100,18.8,1957-04-26 00:00:00,26,,0,1.7,,-3.3,4,7.4,,,8403506.1957.4.26,T,,7.4,,105,0,,NL,1957
