x,y,LOCAL_MONTH,MAX_REL_HUMIDITY,ID,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,SPEED_MAX_GUST,MAX_TEMPERATURE,TOTAL_RAIN,LOCAL_DAY,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,LOCAL_DATE,MIN_REL_HUMIDITY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG
-52.7525,47.618611111111115,9,,8403505.2015.9.16,,,NL,,2015,85,14.2,23.6,16,,0,,ST. JOHN'S INTL A,,23.6,7.5,10.5,,0,,,32,,,8403505,2015-09-16 00:00:00,,6.8,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.17,,,NL,,2015,70,15.2,0.8,17,,0,,ST. JOHN'S INTL A,,0.8,7.1,10.9,,0,,,33,,,8403505,2015-09-17 00:00:00,,6.6,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.18,,,NL,,2015,35,15.3,0.6,18,,0,,ST. JOHN'S INTL A,,0.6,7.9,10.1,,0,,,2,,,8403505,2015-09-18 00:00:00,,4.8,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.19,,,NL,T,2015,43,22.8,0,19,,0,,ST. JOHN'S INTL A,,0,3.8,14.2,,0,,,23,,T,8403505,2015-09-19 00:00:00,,5.5,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.20,,,NL,,2015,54,22.5,0,20,,0,,ST. JOHN'S INTL A,,0,0.2,17.8,,0,,,24,,,8403505,2015-09-20 00:00:00,,13.1,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.21,,,NL,,2015,50,19,35.3,21,,0,,ST. JOHN'S INTL A,,35.3,5.4,12.6,,0,,,20,,,8403505,2015-09-21 00:00:00,,6.2,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.22,,,NL,,2015,43,14.9,0,22,,0,,ST. JOHN'S INTL A,,0,8.2,9.8,,0,,,7,,,8403505,2015-09-22 00:00:00,,4.6,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.23,,,NL,,2015,41,20.3,0,23,,0,,ST. JOHN'S INTL A,,0,5.7,12.3,,0,,,25,,,8403505,2015-09-23 00:00:00,,4.2,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.24,,,NL,,2015,44,20.1,0,24,,0,,ST. JOHN'S INTL A,,0,4.3,13.7,,0,,,28,,,8403505,2015-09-24 00:00:00,,7.3,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.25,,,NL,,2015,67,12.6,0,25,,0,,ST. JOHN'S INTL A,,0,9.9,8.1,,0,,,29,,,8403505,2015-09-25 00:00:00,,3.5,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.26,,,NL,,2015,52,9.7,3.4,26,,0.2,,ST. JOHN'S INTL A,,3.6,12.5,5.5,,0,,,30,,,8403505,2015-09-26 00:00:00,,1.3,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.27,,,NL,,2015,63,12.1,0.5,27,,0,,ST. JOHN'S INTL A,,0.5,11.4,6.6,,0,,,26,,,8403505,2015-09-27 00:00:00,,1,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.28,,,NL,,2015,74,18.6,0,28,,0,,ST. JOHN'S INTL A,,0,2.6,15.4,,0,,,26,,,8403505,2015-09-28 00:00:00,,12.1,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.29,,,NL,,2015,50,23,0,29,,0,,ST. JOHN'S INTL A,,0,0.3,17.7,,0,,,27,,,8403505,2015-09-29 00:00:00,,12.3,,,
-52.7525,47.618611111111115,9,,8403505.2015.9.30,,,NL,,2015,44,23.6,0,30,,0,,ST. JOHN'S INTL A,,0,0,19,,1,,,24,,,8403505,2015-09-30 00:00:00,,14.4,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.1,,,NL,,2015,48,22.8,0.2,1,,0,,ST. JOHN'S INTL A,,0.2,0,19.3,,1.3,,,23,,,8403505,2015-10-01 00:00:00,,15.8,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.2,,,NL,,2015,52,16.9,19.6,2,,0,,ST. JOHN'S INTL A,,19.6,6.6,11.4,,0,,,23,,,8403505,2015-10-02 00:00:00,,5.8,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.3,,,NL,,2015,48,6.6,0.2,3,,0,,ST. JOHN'S INTL A,,0.2,12.4,5.6,,0,,,36,,,8403505,2015-10-03 00:00:00,,4.5,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.4,,,NL,,2015,52,8,0,4,,0,,ST. JOHN'S INTL A,,0,13.2,4.8,,0,,,35,,,8403505,2015-10-04 00:00:00,,1.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.5,,,NL,,2015,39,14.7,0,5,,0,,ST. JOHN'S INTL A,,0,9.4,8.6,,0,,,26,,,8403505,2015-10-05 00:00:00,,2.4,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.6,,,NL,,2015,41,17.3,0,6,,0,,ST. JOHN'S INTL A,,0,6,12,,0,,,28,,,8403505,2015-10-06 00:00:00,,6.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.7,,,NL,,2015,0,9.9,0.4,7,,0,,ST. JOHN'S INTL A,,0.4,9.7,8.3,,0,,,0,,,8403505,2015-10-07 00:00:00,,6.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.8,,,NL,,2015,44,15.9,0.4,8,,0,,ST. JOHN'S INTL A,,0.4,7.5,10.5,,0,,,24,,,8403505,2015-10-08 00:00:00,,5.1,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.9,,,NL,,2015,37,11.2,0,9,,0,,ST. JOHN'S INTL A,,0,10.5,7.5,,0,,,27,,,8403505,2015-10-09 00:00:00,,3.7,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.10,,,NL,,2015,95,14.9,16,10,,0,,ST. JOHN'S INTL A,,16,9,9,,0,,,17,,,8403505,2015-10-10 00:00:00,,3.1,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.11,,,NL,,2015,72,9.2,0,11,,0,,ST. JOHN'S INTL A,,0,12,6,,0,,,28,,,8403505,2015-10-11 00:00:00,,2.8,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.12,,,NL,,2015,46,13.4,2.4,12,,0,,ST. JOHN'S INTL A,,2.4,8.7,9.3,,0,,,24,,,8403505,2015-10-12 00:00:00,,5.2,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.13,,,NL,,2015,56,16,8,13,,0,,ST. JOHN'S INTL A,,8,6.4,11.6,,0,,,15,,,8403505,2015-10-13 00:00:00,,7.2,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.14,,,NL,,2015,54,23.7,1,14,,0,,ST. JOHN'S INTL A,,1,0.2,17.8,,0,,,22,,,8403505,2015-10-14 00:00:00,,11.8,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.15,,,NL,,2015,37,18.5,2.8,15,,0,,ST. JOHN'S INTL A,,2.8,4.4,13.6,,0,,,16,,,8403505,2015-10-15 00:00:00,,8.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.16,,,NL,,2015,35,11,0.4,16,,0,,ST. JOHN'S INTL A,,0.4,10.9,7.1,,0,,,17,,,8403505,2015-10-16 00:00:00,,3.2,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.17,,,NL,,2015,46,12.9,11,17,,0,,ST. JOHN'S INTL A,,11,10.5,7.5,,0,,,24,,,8403505,2015-10-17 00:00:00,,2,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.18,,,NL,,2015,57,11.4,5.7,18,,0,,ST. JOHN'S INTL A,,5.7,11.9,6.1,,0,,,27,,,8403505,2015-10-18 00:00:00,,0.8,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.19,,,NL,,2015,50,6.7,0,19,,0,,ST. JOHN'S INTL A,,0,13.3,4.7,,0,,,28,,,8403505,2015-10-19 00:00:00,,2.7,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.20,,,NL,,2015,63,10.8,3,20,,0,,ST. JOHN'S INTL A,,3,11.3,6.7,,0,,,21,,,8403505,2015-10-20 00:00:00,,2.5,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.21,,,NL,,2015,63,10.6,1.2,21,,0,,ST. JOHN'S INTL A,,1.2,11.4,6.6,,0,,,29,,,8403505,2015-10-21 00:00:00,,2.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.22,,,NL,,2015,54,7.6,0,22,,0,,ST. JOHN'S INTL A,,0,13.1,4.9,,0,,,30,,,8403505,2015-10-22 00:00:00,,2.1,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.23,,,NL,,2015,65,13.4,9.4,23,,0,,ST. JOHN'S INTL A,,9.4,9.5,8.5,,0,,,18,,,8403505,2015-10-23 00:00:00,,3.5,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.24,,,NL,,2015,61,4.1,2.6,24,,0,,ST. JOHN'S INTL A,,2.6,16.4,1.6,,0,,,33,,,8403505,2015-10-24 00:00:00,,-0.9,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.25,,,NL,,2015,50,10.1,0,25,,0,,ST. JOHN'S INTL A,,0,13.2,4.8,,0,,,18,,,8403505,2015-10-25 00:00:00,,-0.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.26,,,NL,,2015,59,14.8,4.7,26,,0,,ST. JOHN'S INTL A,,4.7,10.3,7.7,,0,,,34,,,8403505,2015-10-26 00:00:00,,0.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.27,,,NL,,2015,61,2.8,0,27,,1,,ST. JOHN'S INTL A,,1.4,17,1,,0,,,29,1,,8403505,2015-10-27 00:00:00,,-0.9,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.28,,,NL,,2015,72,3.9,0,28,,0,,ST. JOHN'S INTL A,,0,16.3,1.7,,0,,,30,,,8403505,2015-10-28 00:00:00,,-0.5,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.29,,,NL,,2015,83,13.7,9.6,29,,0,,ST. JOHN'S INTL A,,9.6,11.9,6.1,,0,,,18,,,8403505,2015-10-29 00:00:00,,-1.6,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.30,,,NL,,2015,78,16.8,11.4,30,,0,,ST. JOHN'S INTL A,,11.4,7.1,10.9,,0,,,25,,,8403505,2015-10-30 00:00:00,,5,,,
-52.7525,47.618611111111115,10,,8403505.2015.10.31,,,NL,,2015,82,6.1,0.2,31,,0,,ST. JOHN'S INTL A,,0.2,13.6,4.4,,0,,,28,,,8403505,2015-10-31 00:00:00,,2.7,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.1,,,NL,,2015,43,7.4,2.4,1,,0,,ST. JOHN'S INTL A,,2.4,13.5,4.5,,0,,,30,,,8403505,2015-11-01 00:00:00,,1.5,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.2,,,NL,,2015,87,11.9,23,2,,0,,ST. JOHN'S INTL A,,23,11,7,,0,,,27,,,8403505,2015-11-02 00:00:00,,2.1,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.3,,,NL,,2015,52,2.6,0.3,3,,1.6,,ST. JOHN'S INTL A,,2.5,17.5,0.5,,0,,,34,,,8403505,2015-11-03 00:00:00,,-1.6,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.4,,,NL,T,2015,37,1.4,0,4,,0.4,,ST. JOHN'S INTL A,,0,18.2,-0.2,,0,,,34,1,,8403505,2015-11-04 00:00:00,,-1.7,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.5,,,NL,,2015,54,1.5,,5,,4.9,,ST. JOHN'S INTL A,,4.9,18.4,-0.4,,0,,,31,2,M,8403505,2015-11-05 00:00:00,,-2.2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.6,,,NL,,2015,69,6.9,0.2,6,,1,,ST. JOHN'S INTL A,,1,15.1,2.9,,0,,,19,,,8403505,2015-11-06 00:00:00,,-1.1,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.7,,,NL,,2015,87,13,0.4,7,,0,,ST. JOHN'S INTL A,,0.4,9.5,8.5,,0,,,26,,,8403505,2015-11-07 00:00:00,,4,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.8,,,NL,,2015,93,6,0,8,,0,,ST. JOHN'S INTL A,,0,14.7,3.3,,0,,,28,,,8403505,2015-11-08 00:00:00,,0.5,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.9,,,NL,,2015,78,2.8,0,9,,0,,ST. JOHN'S INTL A,,0,16.6,1.4,,0,,,28,,,8403505,2015-11-09 00:00:00,,0,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.10,,,NL,,2015,57,6.5,2,10,,0,,ST. JOHN'S INTL A,,2,15.4,2.6,,0,,,30,,,8403505,2015-11-10 00:00:00,,-1.4,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.11,,,NL,,2015,0,2.7,0,11,,0,,ST. JOHN'S INTL A,,0,18.6,-0.6,,0,,,0,,,8403505,2015-11-11 00:00:00,,-3.8,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.12,,,NL,,2015,43,1.4,0,12,,0,,ST. JOHN'S INTL A,,0,18.3,-0.3,,0,,,6,,,8403505,2015-11-12 00:00:00,,-2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.13,,,NL,,2015,41,3.9,2,13,,0,,ST. JOHN'S INTL A,,2,15.9,2.1,,0,,,8,,,8403505,2015-11-13 00:00:00,,0.3,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.14,,,NL,,2015,57,4.8,24,14,,0,,ST. JOHN'S INTL A,,24,13.7,4.3,,0,,,12,,,8403505,2015-11-14 00:00:00,,3.7,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.15,,,NL,,2015,59,5.1,4.6,15,,4.2,,ST. JOHN'S INTL A,,8.8,15.1,2.9,,0,,,30,,,8403505,2015-11-15 00:00:00,,0.6,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.16,,,NL,,2015,70,1.6,,16,,12.6,,ST. JOHN'S INTL A,,11.6,17,1,,0,,,29,1,M,8403505,2015-11-16 00:00:00,,0.3,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.17,,,NL,,2015,65,2.7,0.2,17,,0,,ST. JOHN'S INTL A,,0.2,16.5,1.5,,0,,,34,,,8403505,2015-11-17 00:00:00,,0.2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.18,,,NL,,2015,44,1.4,,18,,2,,ST. JOHN'S INTL A,,1,17.8,0.2,,0,,,36,0,M,8403505,2015-11-18 00:00:00,,-1,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.19,,,NL,,2015,37,0.7,0.6,19,,1,,ST. JOHN'S INTL A,,1.2,18.1,-0.1,,0,,,36,1,,8403505,2015-11-19 00:00:00,,-0.9,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.20,,,NL,,2015,37,3.3,0.6,20,,0.2,,ST. JOHN'S INTL A,,0.8,16.7,1.3,,0,,,6,0,,8403505,2015-11-20 00:00:00,,-0.7,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.21,,,NL,,2015,37,3.1,0,21,,0,,ST. JOHN'S INTL A,,0,17.3,0.7,,0,,,6,,,8403505,2015-11-21 00:00:00,,-1.8,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.22,,,NL,,2015,63,7.2,0,22,,0,,ST. JOHN'S INTL A,,0,15.4,2.6,,0,,,17,,,8403505,2015-11-22 00:00:00,,-2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.23,,,NL,,2015,67,8,0,23,,0,,ST. JOHN'S INTL A,,0,13,5,,0,,,17,,,8403505,2015-11-23 00:00:00,,2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.24,,,NL,,2015,67,9.8,1.8,24,,0,,ST. JOHN'S INTL A,,1.8,12.6,5.4,,0,,,18,,,8403505,2015-11-24 00:00:00,,0.9,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.25,,,NL,,2015,52,1.8,0,25,,2.5,,ST. JOHN'S INTL A,,2.2,18.4,-0.4,,0,,,28,2,,8403505,2015-11-25 00:00:00,,-2.6,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.26,,,NL,,2015,72,2.3,0,26,,0,,ST. JOHN'S INTL A,,0,18.9,-0.9,,0,,,24,,,8403505,2015-11-26 00:00:00,,-4.1,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.27,,,NL,,2015,87,10,0,27,,0,,ST. JOHN'S INTL A,,0,11.9,6.1,,0,,,24,,,8403505,2015-11-27 00:00:00,,2.2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.28,,,NL,,2015,85,9.8,2,28,,3,,ST. JOHN'S INTL A,,5,13.3,4.7,,0,,,24,0,,8403505,2015-11-28 00:00:00,,-0.4,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.29,,,NL,,2015,39,0.6,,29,,6,,ST. JOHN'S INTL A,,1.2,20.3,-2.3,,0,,,36,2,M,8403505,2015-11-29 00:00:00,,-5.2,,,
-52.7525,47.618611111111115,11,,8403505.2015.11.30,,,NL,,2015,54,-5.1,0,30,,1.4,,ST. JOHN'S INTL A,,0.6,25.1,-7.1,,0,,,32,7,,8403505,2015-11-30 00:00:00,,-9,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.1,,,NL,,2015,50,-0.5,0,1,,0.8,,ST. JOHN'S INTL A,,0.4,22.6,-4.6,,0,,,27,6,,8403505,2015-12-01 00:00:00,,-8.7,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.2,,,NL,,2015,82,6.4,0,2,,0,,ST. JOHN'S INTL A,,0,15.2,2.8,,0,,,24,6,,8403505,2015-12-02 00:00:00,,-0.9,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.3,,,NL,,2015,67,11.5,6.2,3,,1.2,,ST. JOHN'S INTL A,,7.4,13.6,4.4,,0,,,25,0,,8403505,2015-12-03 00:00:00,,-2.8,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.4,,,NL,,2015,72,-2.5,0,4,,28.5,,ST. JOHN'S INTL A,,20.8,22.1,-4.1,,0,,,7,4,,8403505,2015-12-04 00:00:00,,-5.6,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.5,,,NL,T,2015,72,-0.5,0,5,,0,,ST. JOHN'S INTL A,,0,21.4,-3.4,,0,,,32,29,,8403505,2015-12-05 00:00:00,,-6.2,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.6,,,NL,T,2015,59,1.6,0,6,,0,,ST. JOHN'S INTL A,,0,20.5,-2.5,,0,,,27,28,T,8403505,2015-12-06 00:00:00,,-6.6,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.7,,,NL,,2015,67,3.5,0,7,,0,,ST. JOHN'S INTL A,,0,15.5,2.5,,0,,,27,25,,8403505,2015-12-07 00:00:00,,1.4,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.8,,,NL,T,2015,44,2.2,0,8,,0,,ST. JOHN'S INTL A,,0,17.9,0.1,,0,,,29,20,T,8403505,2015-12-08 00:00:00,,-2.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.9,,,NL,,2015,48,-0.7,0,9,,0,,ST. JOHN'S INTL A,,0,19.5,-1.5,,0,,,6,11,,8403505,2015-12-09 00:00:00,,-2.3,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.10,,,NL,T,2015,35,1.4,0,10,,0,,ST. JOHN'S INTL A,,0,17.8,0.2,,0,,,14,7,T,8403505,2015-12-10 00:00:00,,-1.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.11,,,NL,,2015,35,4.4,1.6,11,,0,,ST. JOHN'S INTL A,,1.6,15.1,2.9,,0,,,19,7,,8403505,2015-12-11 00:00:00,,1.3,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.12,,,NL,,2015,69,6,9,12,,0,,ST. JOHN'S INTL A,,9,13.2,4.8,,0,,,18,1,,8403505,2015-12-12 00:00:00,,3.5,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.13,,,NL,T,2015,57,4.5,0,13,,0,,ST. JOHN'S INTL A,,0,16.6,1.4,,0,,,31,0,,8403505,2015-12-13 00:00:00,,-1.7,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.14,,,NL,,2015,87,-0.5,0.5,14,,1.5,,ST. JOHN'S INTL A,,1.5,19.5,-1.5,,0,,,32,1,,8403505,2015-12-14 00:00:00,,-2.4,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.15,,,NL,,2015,65,-0.5,1.2,15,,0,,ST. JOHN'S INTL A,,1.2,19.2,-1.2,,0,,,36,1,,8403505,2015-12-15 00:00:00,,-1.8,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.16,,,NL,,2015,67,-0.6,0,16,,0.2,,ST. JOHN'S INTL A,,0.2,19.4,-1.4,,0,,,35,1,,8403505,2015-12-16 00:00:00,,-2.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.17,,,NL,,2015,63,-1.8,0,17,,1.2,,ST. JOHN'S INTL A,,0.6,22.8,-4.8,,0,,,34,2,,8403505,2015-12-17 00:00:00,,-7.8,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.18,,,NL,,2015,63,2.2,7.6,18,,0.4,,ST. JOHN'S INTL A,,8,20.4,-2.4,,0,,,14,2,,8403505,2015-12-18 00:00:00,,-7,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.19,,,NL,,2015,115,11.7,2.6,19,,0,,ST. JOHN'S INTL A,,2.6,12.1,5.9,,0,,,24,,,8403505,2015-12-19 00:00:00,,0.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.20,,,NL,,2015,98,0.4,0.2,20,,0,,ST. JOHN'S INTL A,,0.2,19.2,-1.2,,0,,,27,0,,8403505,2015-12-20 00:00:00,,-2.8,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.21,,,NL,,2015,82,-0.3,0,21,,7,,ST. JOHN'S INTL A,,4.4,19.6,-1.6,,0,,,30,0,,8403505,2015-12-21 00:00:00,,-2.8,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.22,,,NL,,2015,44,-1.1,0,22,,9.2,,ST. JOHN'S INTL A,,7.8,24.5,-6.5,,0,,,36,16,,8403505,2015-12-22 00:00:00,,-11.8,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.23,,,NL,,2015,32,-3.9,0,23,,0,,ST. JOHN'S INTL A,,0,26.2,-8.2,,0,,,33,16,,8403505,2015-12-23 00:00:00,,-12.4,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.24,,,NL,T,2015,89,1,0,24,,0,,ST. JOHN'S INTL A,,0,21.1,-3.1,,0,,,18,16,T,8403505,2015-12-24 00:00:00,,-7.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.25,,,NL,,2015,91,6.8,0.4,25,,0,,ST. JOHN'S INTL A,,0.4,14.7,3.3,,0,,,19,5,,8403505,2015-12-25 00:00:00,,-0.2,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.26,,,NL,T,2015,72,1,0,26,,0,,ST. JOHN'S INTL A,,0,18.9,-0.9,,0,,,28,0,,8403505,2015-12-26 00:00:00,,-2.8,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.27,,,NL,T,2015,76,-1.9,0,27,,0,,ST. JOHN'S INTL A,,0,22.2,-4.2,,0,,,28,0,,8403505,2015-12-27 00:00:00,,-6.4,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.28,,,NL,T,2015,93,-6.1,0,28,,0,,ST. JOHN'S INTL A,,0,26.8,-8.8,,0,,,31,0,,8403505,2015-12-28 00:00:00,,-11.5,,,T
-52.7525,47.618611111111115,12,,8403505.2015.12.29,,,NL,,2015,85,-7.5,0,29,,0,,ST. JOHN'S INTL A,,0,27.8,-9.8,,0,,,32,0,,8403505,2015-12-29 00:00:00,,-12.1,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.30,,,NL,,2015,41,-6.3,0,30,,0.4,,ST. JOHN'S INTL A,,0.2,26.8,-8.8,,0,,,28,0,,8403505,2015-12-30 00:00:00,,-11.2,,,
-52.7525,47.618611111111115,12,,8403505.2015.12.31,,,NL,,2015,43,-1.9,0,31,,4.2,,ST. JOHN'S INTL A,,3.2,24.1,-6.1,,0,,,29,0,,8403505,2015-12-31 00:00:00,,-10.3,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.1,,,NL,,2016,52,0.3,0,1,,11.4,,ST. JOHN'S INTL A,,6.8,20,-2,,0,,,28,13,,8403505,2016-01-01 00:00:00,,-4.3,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.2,,,NL,T,2016,44,-0.6,0,2,,0,,ST. JOHN'S INTL A,,0,20.7,-2.7,,0,,,28,13,,8403505,2016-01-02 00:00:00,,-4.7,,,T
-52.7525,47.618611111111115,1,,8403505.2016.1.3,,,NL,,2016,52,1.2,1,3,,3,,ST. JOHN'S INTL A,,3.6,19.3,-1.3,,0,,,26,12,,8403505,2016-01-03 00:00:00,,-3.7,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.4,,,NL,,2016,46,3,2.6,4,,0,,ST. JOHN'S INTL A,,2.6,19.2,-1.2,,0,,,36,14,,8403505,2016-01-04 00:00:00,,-5.3,,,T
-52.7525,47.618611111111115,1,,8403505.2016.1.5,,,NL,T,2016,59,-5.3,0,5,,0.6,,ST. JOHN'S INTL A,,0,26.4,-8.4,,0,,,27,13,,8403505,2016-01-05 00:00:00,,-11.4,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.6,,,NL,,2016,74,-1.3,0,6,,0,,ST. JOHN'S INTL A,,0,23.9,-5.9,,0,,,27,13,,8403505,2016-01-06 00:00:00,,-10.4,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.7,,,NL,,2016,61,-0.1,0,7,,0,,ST. JOHN'S INTL A,,0,20.7,-2.7,,0,,,31,10,,8403505,2016-01-07 00:00:00,,-5.2,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.8,,,NL,T,2016,50,-5.2,0,8,,0,,ST. JOHN'S INTL A,,0,25.4,-7.4,,0,,,31,8,,8403505,2016-01-08 00:00:00,,-9.5,,,T
-52.7525,47.618611111111115,1,,8403505.2016.1.9,,,NL,T,2016,52,-3.3,0,9,,0,,ST. JOHN'S INTL A,,0,23.6,-5.6,,0,,,35,8,,8403505,2016-01-09 00:00:00,,-7.9,,,T
-52.7525,47.618611111111115,1,,8403505.2016.1.10,,,NL,T,2016,0,-4,0,10,,0,,ST. JOHN'S INTL A,,0,22.8,-4.8,,0,,,0,6,T,8403505,2016-01-10 00:00:00,,-5.5,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.11,,,NL,,2016,83,2.3,8.4,11,,0.6,,ST. JOHN'S INTL A,,8.6,19.9,-1.9,,0,,,16,6,,8403505,2016-01-11 00:00:00,,-6,,,
-52.7525,47.618611111111115,1,,8403505.2016.1.12,,,NL,,2016,69,3.4,4.8,12,,0,,ST. JOHN'S INTL A,,4.8,20.5,-2.5,,0,,,18,1,,8403505,2016-01-12 00:00:00,,-8.4,,,T
