x,y,COOLING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SNOW_ON_GROUND,TOTAL_PRECIPITATION,MAX_TEMPERATURE,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_DAY,LOCAL_YEAR,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST_FLAG,ID,CLIMATE_IDENTIFIER,PROVINCE_CODE,MIN_REL_HUMIDITY
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-01 00:00:00,4.7,,31.2,6.1,,,,,,,1,1938,,,0,13.3,3.3,,31.2,,8403500.1938.11.1,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-02 00:00:00,3.6,,10.9,5,,,,,,,2,1938,,,3,14.4,2.2,,7.9,,8403500.1938.11.2,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-03 00:00:00,-0.6,,3,0.6,,,,,,,3,1938,,,3,18.6,-1.7,,0,,8403500.1938.11.3,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-04 00:00:00,0.6,,5.6,3.9,,,,,,,4,1938,,,4.3,17.4,-2.8,,1.3,,8403500.1938.11.4,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-05 00:00:00,3.3,,0,7.2,,,,,,,5,1938,,,0,14.7,-0.6,,0,,8403500.1938.11.5,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-06 00:00:00,7.8,,0,11.7,,,,,T,,6,1938,,,0,10.2,3.9,T,0,,8403500.1938.11.6,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-07 00:00:00,10.3,,0,12.8,,,,,,,7,1938,,,0,7.7,7.8,,0,,8403500.1938.11.7,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-08 00:00:00,8.4,,2.8,10,,,,,,,8,1938,,,0,9.6,6.7,,2.8,,8403500.1938.11.8,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-09 00:00:00,8.9,,2.5,12.8,,,,,,,9,1938,,,0,9.1,5,,2.5,,8403500.1938.11.9,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-10 00:00:00,3.4,,2,5,,T,,,,,10,1938,,,0,14.6,1.7,,2,,8403500.1938.11.10,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-11 00:00:00,3.1,,3.8,5,,,,,,,11,1938,,,0,14.9,1.1,,3.8,,8403500.1938.11.11,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-12 00:00:00,2.3,,5.6,3.9,,,,,,,12,1938,,,0,15.7,0.6,,5.6,,8403500.1938.11.12,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-13 00:00:00,1.9,,2,4.4,,,,,,,13,1938,,,1.3,16.1,-0.6,,0.8,,8403500.1938.11.13,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-14 00:00:00,4.8,,3,11.7,,,,,,,14,1938,,,0,13.2,-2.2,,3,,8403500.1938.11.14,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-15 00:00:00,3.6,,2.3,6.1,,,,,,,15,1938,,,1.5,14.4,1.1,,0.8,,8403500.1938.11.15,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-16 00:00:00,0,,0.3,1.7,,,,,,,16,1938,,,0.3,18,-1.7,,0,,8403500.1938.11.16,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-17 00:00:00,0.3,,0.5,3.3,,,,,,,17,1938,,,0,17.7,-2.8,,0.5,,8403500.1938.11.17,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-18 00:00:00,2.2,,2.8,7.2,,,,,,,18,1938,,,0,15.8,-2.8,,2.8,,8403500.1938.11.18,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-19 00:00:00,8.9,,6.6,15,,,,,,,19,1938,,,0,9.1,2.8,,6.6,,8403500.1938.11.19,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-20 00:00:00,6.4,,13,10,,,,,,,20,1938,,,0.8,11.6,2.8,,12.2,,8403500.1938.11.20,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-21 00:00:00,0.9,,0,1.7,,T,,,,,21,1938,,,0,17.1,0,T,0,,8403500.1938.11.21,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-22 00:00:00,1.4,,0,5.6,,,,,T,,22,1938,,,0,16.6,-2.8,T,0,,8403500.1938.11.22,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-23 00:00:00,3.6,,0.3,9.4,,,,,,,23,1938,,,0,14.4,-2.2,,0.3,,8403500.1938.11.23,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-24 00:00:00,2,,9.7,5.6,,,,,,,24,1938,,,1.3,16,-1.7,,8.4,,8403500.1938.11.24,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-25 00:00:00,8.7,,7.1,16.7,,T,,,,,25,1938,,,0,9.3,0.6,,7.1,,8403500.1938.11.25,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-26 00:00:00,-1.4,,0.3,-0.6,,,,,,,26,1938,,,0.3,19.4,-2.2,,0,,8403500.1938.11.26,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-27 00:00:00,0.3,,18.3,8.9,,,,,,,27,1938,,,2.5,17.7,-8.3,,15.7,,8403500.1938.11.27,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-28 00:00:00,4.2,,0,8.9,,,,,T,,28,1938,,,0,13.8,-0.6,T,0,,8403500.1938.11.28,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-29 00:00:00,-0.3,,3.8,2.8,,,,,,,29,1938,,,3.8,18.3,-3.3,,0,,8403500.1938.11.29,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,11,ST JOHN'S,1938-11-30 00:00:00,1.1,,1.3,6.1,,,,,,,30,1938,,,0,16.9,-3.9,,1.3,,8403500.1938.11.30,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-01 00:00:00,1.1,,8.4,3.9,,,,,,,1,1938,,,5.6,16.9,-1.7,,2.8,,8403500.1938.12.1,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-02 00:00:00,-3.1,,1,-1.1,,,,,,,2,1938,,,1,21.1,-5,,0,,8403500.1938.12.2,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-03 00:00:00,-3.1,,0.3,-0.6,,,,,,,3,1938,,,0.3,21.1,-5.6,,0,,8403500.1938.12.3,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-04 00:00:00,2.5,,2,7.2,,,,,,,4,1938,,,0,15.5,-2.2,,2,,8403500.1938.12.4,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-05 00:00:00,4.5,,0,6.1,,,,,T,,5,1938,,,0,13.5,2.8,T,0,,8403500.1938.12.5,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-06 00:00:00,6.1,,8.6,12.2,,,,,,,6,1938,,,0,11.9,0,,8.6,,8403500.1938.12.6,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-07 00:00:00,6.7,,0,7.2,,,,,T,,7,1938,,,0,11.3,6.1,T,0,,8403500.1938.12.7,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-08 00:00:00,2.8,,0,3.9,,,,,,,8,1938,,,0,15.2,1.7,,0,,8403500.1938.12.8,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-09 00:00:00,0.9,,5.1,1.7,,,,,,,9,1938,,,5.1,17.1,0,,0,,8403500.1938.12.9,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-10 00:00:00,2,,13.7,5.6,,,,,,,10,1938,,,0.5,16,-1.7,,13.2,,8403500.1938.12.10,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-11 00:00:00,3.1,,2.3,5,,T,,,,,11,1938,,,0,14.9,1.1,,2.3,,8403500.1938.12.11,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-12 00:00:00,-0.9,,3,0,,,,,,,12,1938,,,3,18.9,-1.7,,0,,8403500.1938.12.12,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-13 00:00:00,-2,,15.2,0,,,,,,,13,1938,,,15.2,20,-3.9,,0,,8403500.1938.12.13,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-14 00:00:00,-1.4,,1,2.2,,,,,,,14,1938,,,0,19.4,-5,,1,,8403500.1938.12.14,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-15 00:00:00,1.4,,6.6,5,,,,,,,15,1938,,,0.3,16.6,-2.2,,6.4,,8403500.1938.12.15,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-16 00:00:00,-3.4,,0,-0.6,,T,,,,,16,1938,,,0,21.4,-6.1,T,0,,8403500.1938.12.16,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-17 00:00:00,-2.5,,0,0,,,,,,,17,1938,,,0,20.5,-5,,0,,8403500.1938.12.17,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-18 00:00:00,-2,,3.6,1.1,,,,,,,18,1938,,,0,20,-5,,3.6,,8403500.1938.12.18,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-19 00:00:00,-1.1,,0,0,,T,,,T,,19,1938,,,0,19.1,-2.2,T,0,,8403500.1938.12.19,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-20 00:00:00,-0.8,,18.8,1.7,,,,,,,20,1938,,,1.8,18.8,-3.3,,17,,8403500.1938.12.20,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-21 00:00:00,1.4,,5.6,3.3,,,,,,,21,1938,,,0,16.6,-0.6,,5.6,,8403500.1938.12.21,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-22 00:00:00,1.7,,2.8,2.2,,,,,,,22,1938,,,2.5,16.3,1.1,,0.3,,8403500.1938.12.22,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-23 00:00:00,0.3,,9.4,0.6,,,,,,,23,1938,,,3.6,17.7,0,,5.8,,8403500.1938.12.23,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-24 00:00:00,-1.1,,0.5,-1.1,,T,,,,,24,1938,,,0,19.1,-1.1,,0.5,,8403500.1938.12.24,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-25 00:00:00,-2.5,,5.6,-1.1,,,,,,,25,1938,,,5.6,20.5,-3.9,,0,,8403500.1938.12.25,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-26 00:00:00,-1.7,,0,-1.1,,T,,,T,,26,1938,,,0,19.7,-2.2,T,0,,8403500.1938.12.26,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-27 00:00:00,-4.7,,0,-3.3,,,,,,,27,1938,,,0,22.7,-6.1,,0,,8403500.1938.12.27,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-28 00:00:00,-2.5,,10.9,0,,,,,,,28,1938,,,10.9,20.5,-5,,0,,8403500.1938.12.28,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-29 00:00:00,-5,,0.8,-2.8,,,,,,,29,1938,,,0.8,23,-7.2,,0,,8403500.1938.12.29,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-30 00:00:00,-3.4,,17.8,2.2,,,,,,,30,1938,,,15.2,21.4,-8.9,,2.5,,8403500.1938.12.30,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,12,ST JOHN'S,1938-12-31 00:00:00,-3.9,,0,-0.6,,T,,,,,31,1938,,,0,21.9,-7.2,T,0,,8403500.1938.12.31,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-01 00:00:00,-6.7,,27.9,0,,,,,,,1,1939,,,27.9,24.7,-13.3,,0,,8403500.1939.1.1,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-02 00:00:00,-1.4,,23.1,2.8,,,,,,,2,1939,,,8.9,19.4,-5.6,,14.2,,8403500.1939.1.2,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-03 00:00:00,-4.2,,2.5,-2.2,,,,,,,3,1939,,,2.5,22.2,-6.1,,0,,8403500.1939.1.3,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-04 00:00:00,-5.8,,1.8,-4.4,,,,,,,4,1939,,,1.8,23.8,-7.2,,0,,8403500.1939.1.4,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-05 00:00:00,-5,,2.8,1.7,,,,,,,5,1939,,,2.8,23,-11.7,,0,,8403500.1939.1.5,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-06 00:00:00,-1.1,,0.3,0,,,,,T,,6,1939,,,0.3,19.1,-2.2,,0,,8403500.1939.1.6,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-07 00:00:00,0.3,,0.3,3.9,,T,,,,,7,1939,,,0,17.7,-3.3,,0.3,,8403500.1939.1.7,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-08 00:00:00,3.4,,0.5,5,,,,,,,8,1939,,,0,14.6,1.7,,0.5,,8403500.1939.1.8,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-09 00:00:00,0.9,,13.7,1.7,,,,,,,9,1939,,,13.2,17.1,0,,0.5,,8403500.1939.1.9,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-10 00:00:00,-1.4,,2.5,1.1,,,,,,,10,1939,,,2.5,19.4,-3.9,,0,,8403500.1939.1.10,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-11 00:00:00,0.9,,1.3,3.9,,T,,,,,11,1939,,,0,17.1,-2.2,,1.3,,8403500.1939.1.11,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-12 00:00:00,-4.5,,6.1,-2.8,,,,,,,12,1939,,,6.1,22.5,-6.1,,0,,8403500.1939.1.12,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-13 00:00:00,-6.1,,10.2,-3.3,,,,,,,13,1939,,,10.2,24.1,-8.9,,0,,8403500.1939.1.13,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-14 00:00:00,-3.9,,0,0.6,,T,,,T,,14,1939,,,0,21.9,-8.3,T,0,,8403500.1939.1.14,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-15 00:00:00,-0.6,,0.8,0.6,,,,,T,,15,1939,,,0.8,18.6,-1.7,,0,,8403500.1939.1.15,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-16 00:00:00,-2.2,,0.5,-1.1,,,,,,,16,1939,,,0.5,20.2,-3.3,,0,,8403500.1939.1.16,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-17 00:00:00,-5,,1.8,-2.2,,,,,T,,17,1939,,,1.8,23,-7.8,,0,,8403500.1939.1.17,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-18 00:00:00,-5,,0,-2.2,,,,,,,18,1939,,,0,23,-7.8,,0,,8403500.1939.1.18,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-19 00:00:00,-3.9,,0.8,-2.2,,,,,,,19,1939,,,0.8,21.9,-5.6,,0,,8403500.1939.1.19,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-20 00:00:00,-5.9,,1.3,-5,,,,,,,20,1939,,,1.3,23.9,-6.7,,0,,8403500.1939.1.20,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-21 00:00:00,-9.5,,0.3,-7.8,,,,,,,21,1939,,,0.3,27.5,-11.1,,0,,8403500.1939.1.21,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-22 00:00:00,-6.7,,0,-1.7,,,,,,,22,1939,,,0,24.7,-11.7,,0,,8403500.1939.1.22,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-23 00:00:00,-2,,11.9,1.7,,,,,,,23,1939,,,5.6,20,-5.6,,6.4,,8403500.1939.1.23,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-24 00:00:00,-10.8,,0.8,-8.3,,,,,,,24,1939,,,0.8,28.8,-13.3,,0,,8403500.1939.1.24,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-25 00:00:00,-3.9,,39.9,4.4,,,,,,,25,1939,,,1,21.9,-12.2,,38.9,,8403500.1939.1.25,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-26 00:00:00,-3.1,,1.3,1.7,,,,,,,26,1939,,,1.3,21.1,-7.8,,0,,8403500.1939.1.26,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-27 00:00:00,-6.4,,1,-3.9,,,,,,,27,1939,,,1,24.4,-8.9,,0,,8403500.1939.1.27,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-28 00:00:00,-11.1,,0,-10,,T,,,,,28,1939,,,0,29.1,-12.2,T,0,,8403500.1939.1.28,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-29 00:00:00,-6.4,,1.5,0,,,,,,,29,1939,,,1.5,24.4,-12.8,,0,,8403500.1939.1.29,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-30 00:00:00,-9.8,,0,-5.6,,,,,,,30,1939,,,0,27.8,-13.9,,0,,8403500.1939.1.30,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,1,ST JOHN'S,1939-01-31 00:00:00,-12.8,,0.5,-8.3,,,,,,,31,1939,,,0.5,30.8,-17.2,,0,,8403500.1939.1.31,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-01 00:00:00,-12,,0.3,-10.6,,,,,,,1,1939,,,0.3,30,-13.3,,0,,8403500.1939.2.1,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-02 00:00:00,-11.4,,0,-9.4,,,,,,,2,1939,,,0,29.4,-13.3,,0,,8403500.1939.2.2,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-03 00:00:00,-10.6,,0,-6.1,,,,,,,3,1939,,,0,28.6,-15,,0,,8403500.1939.2.3,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-04 00:00:00,-8.1,,2.8,-3.9,,,,,,,4,1939,,,2.8,26.1,-12.2,,0,,8403500.1939.2.4,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-05 00:00:00,-10.6,,0.5,-8.9,,,,,,,5,1939,,,0.5,28.6,-12.2,,0,,8403500.1939.2.5,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-06 00:00:00,-13.1,,0,-11.1,,T,,,,,6,1939,,,0,31.1,-15,T,0,,8403500.1939.2.6,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-07 00:00:00,-10.8,,0.5,-7.2,,,,,,,7,1939,,,0.5,28.8,-14.4,,0,,8403500.1939.2.7,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-08 00:00:00,-7.5,,7.9,-2.8,,,,,,,8,1939,,,7.9,25.5,-12.2,,0,,8403500.1939.2.8,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-09 00:00:00,-6.7,,0,-5.6,,T,,,,,9,1939,,,0,24.7,-7.8,T,0,,8403500.1939.2.9,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-10 00:00:00,-8.9,,0.3,-7.2,,,,,,,10,1939,,,0.3,26.9,-10.6,,0,,8403500.1939.2.10,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-11 00:00:00,-5.6,,4.8,2.2,,T,,,,,11,1939,,,0,23.6,-13.3,,4.8,,8403500.1939.2.11,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-12 00:00:00,-3.9,,0,0.6,,T,,,,,12,1939,,,0,21.9,-8.3,T,0,,8403500.1939.2.12,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-13 00:00:00,-7,,1.5,-1.1,,,,,,,13,1939,,,1.5,25,-12.8,,0,,8403500.1939.2.13,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-14 00:00:00,-7.5,,0,-2.2,,,,,,,14,1939,,,0,25.5,-12.8,,0,,8403500.1939.2.14,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-15 00:00:00,-2,,4.6,8.3,,,,,,,15,1939,,,0.3,20,-12.2,,4.3,,8403500.1939.2.15,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-16 00:00:00,6.7,,2.3,8.3,,,,,,,16,1939,,,0,11.3,5,,2.3,,8403500.1939.2.16,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-17 00:00:00,-4.7,,0,-3.3,,T,,,,,17,1939,,,0,22.7,-6.1,T,0,,8403500.1939.2.17,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-18 00:00:00,-3.1,,2.8,1.1,,,,,,,18,1939,,,2.5,21.1,-7.2,,0.3,,8403500.1939.2.18,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-19 00:00:00,-7.2,,0.3,-2.2,,,,,,,19,1939,,,0.3,25.2,-12.2,,0,,8403500.1939.2.19,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-20 00:00:00,-8.9,,10.4,-3.9,,,,,,,20,1939,,,10.4,26.9,-13.9,,0,,8403500.1939.2.20,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-21 00:00:00,-4.8,,0.3,-1.7,,,,,,,21,1939,,,0.3,22.8,-7.8,,0,,8403500.1939.2.21,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-22 00:00:00,0.6,,4.3,9.4,,,,,,,22,1939,,,2.5,17.4,-8.3,,1.8,,8403500.1939.2.22,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-23 00:00:00,-1.4,,0,3.9,,T,,,T,,23,1939,,,0,19.4,-6.7,T,0,,8403500.1939.2.23,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-24 00:00:00,-6.4,,0,-3.3,,T,,,,,24,1939,,,0,24.4,-9.4,T,0,,8403500.1939.2.24,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-25 00:00:00,-3.9,,1.5,1.7,,,,,,,25,1939,,,1.5,21.9,-9.4,,0,,8403500.1939.2.25,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-26 00:00:00,-7,,2.5,-2.8,,,,,,,26,1939,,,2.5,25,-11.1,,0,,8403500.1939.2.26,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-27 00:00:00,0.6,,8.9,6.1,,,,,,,27,1939,,,1.3,17.4,-5,,7.6,,8403500.1939.2.27,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,2,ST JOHN'S,1939-02-28 00:00:00,-7.2,,0,-6.1,,T,,,,,28,1939,,,0,25.2,-8.3,T,0,,8403500.1939.2.28,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-01 00:00:00,-2.2,,8.6,3.9,,,,,,,1,1939,,,7.6,20.2,-8.3,,1,,8403500.1939.3.1,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-02 00:00:00,-2.5,,0.3,1.1,,,,,,,2,1939,,,0.3,20.5,-6.1,,0,,8403500.1939.3.2,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-03 00:00:00,-10,,3.8,-5.6,,,,,,,3,1939,,,3.8,28,-14.4,,0,,8403500.1939.3.3,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-04 00:00:00,-6.4,,0,-1.7,,T,,,,,4,1939,,,0,24.4,-11.1,T,0,,8403500.1939.3.4,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-05 00:00:00,-2,,16.5,2.8,,,,,,,5,1939,,,16.5,20,-6.7,,0,,8403500.1939.3.5,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-06 00:00:00,0,,17.8,1.1,,,,,,,6,1939,,,8.9,18,-1.1,,8.9,,8403500.1939.3.6,8403500,NL,
-52.7,47.56666666666667,,,,,,0,,3,ST JOHN'S,1939-03-07 00:00:00,0,,7.1,3.3,,,,,,,7,1939,,,2,18,-3.3,,5.1,,8403500.1939.3.7,8403500,NL,
