x,y,TOTAL_SNOW,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,PROVINCE_CODE,TOTAL_RAIN,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,STATION_NAME,MIN_REL_HUMIDITY,LOCAL_DATE,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,CLIMATE_IDENTIFIER,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS,ID,MAX_TEMPERATURE,LOCAL_YEAR
-52.7,47.56666666666667,0,8.9,,1.8,,,,,9,,7,13.4,,NL,1.8,,,,ST JOHN'S,,1908-07-09 00:00:00,,,,,,4.6,8403500,,,0,8403500.1908.7.9,17.8,1908
-52.7,47.56666666666667,0,12.2,,0,,,,,10,,7,16.7,,NL,0,,,,ST JOHN'S,,1908-07-10 00:00:00,,,,,,1.3,8403500,,,0,8403500.1908.7.10,21.1,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,11,,7,18.4,,NL,0,,,,ST JOHN'S,,1908-07-11 00:00:00,,,,,,0,8403500,,,0.4,8403500.1908.7.11,25.6,1908
-52.7,47.56666666666667,0,16.1,,0,,,,,12,,7,21.4,,NL,0,,,,ST JOHN'S,,1908-07-12 00:00:00,,,,,,0,8403500,,,3.4,8403500.1908.7.12,26.7,1908
-52.7,47.56666666666667,0,16.7,,0,,,,,13,,7,21.7,,NL,0,,,,ST JOHN'S,,1908-07-13 00:00:00,,,,,,0,8403500,,,3.7,8403500.1908.7.13,26.7,1908
-52.7,47.56666666666667,0,16.7,,20.6,,,,,14,,7,20.6,,NL,20.6,,,,ST JOHN'S,,1908-07-14 00:00:00,,,,,,0,8403500,,,2.6,8403500.1908.7.14,24.4,1908
-52.7,47.56666666666667,0,12.8,,6.4,,,,,15,,7,15.3,,NL,6.4,,,,ST JOHN'S,,1908-07-15 00:00:00,,,,,,2.7,8403500,,,0,8403500.1908.7.15,17.8,1908
-52.7,47.56666666666667,0,12.8,,0.3,,,,,16,,7,17.3,,NL,0.3,,,,ST JOHN'S,,1908-07-16 00:00:00,,,,,,0.7,8403500,,,0,8403500.1908.7.16,21.7,1908
-52.7,47.56666666666667,0,11.7,,0,,,,,17,,7,18.1,,NL,0,,,,ST JOHN'S,,1908-07-17 00:00:00,,,,,,0,8403500,,,0.1,8403500.1908.7.17,24.4,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,18,,7,17.2,,NL,0,,,,ST JOHN'S,,1908-07-18 00:00:00,,,,,,0.8,8403500,,,0,8403500.1908.7.18,23.3,1908
-52.7,47.56666666666667,0,14.4,,4.8,,,,,19,,7,17.2,,NL,4.8,,,,ST JOHN'S,,1908-07-19 00:00:00,,,,,,0.8,8403500,,,0,8403500.1908.7.19,20,1908
-52.7,47.56666666666667,0,10.6,,2.8,,,,,20,,7,13.1,,NL,2.8,,,,ST JOHN'S,,1908-07-20 00:00:00,,,,,,4.9,8403500,,,0,8403500.1908.7.20,15.6,1908
-52.7,47.56666666666667,0,10.6,,16.5,,,,,21,,7,15.9,,NL,16.5,,,,ST JOHN'S,,1908-07-21 00:00:00,,,,,,2.1,8403500,,,0,8403500.1908.7.21,21.1,1908
-52.7,47.56666666666667,0,9.4,,0,,,,,22,,7,13.9,,NL,0,,,,ST JOHN'S,,1908-07-22 00:00:00,,,,,,4.1,8403500,,,0,8403500.1908.7.22,18.3,1908
-52.7,47.56666666666667,0,11.7,,2.8,,,,,23,,7,17,,NL,2.8,,,,ST JOHN'S,,1908-07-23 00:00:00,,,,,,1,8403500,,,0,8403500.1908.7.23,22.2,1908
-52.7,47.56666666666667,0,8.9,,0.3,,,,,24,,7,12,,NL,0.3,,,,ST JOHN'S,,1908-07-24 00:00:00,,,,,,6,8403500,,,0,8403500.1908.7.24,15,1908
-52.7,47.56666666666667,0,2.8,,0,,,,,25,,7,10.9,,NL,0,,,,ST JOHN'S,,1908-07-25 00:00:00,,,,,,7.1,8403500,,,0,8403500.1908.7.25,18.9,1908
-52.7,47.56666666666667,0,9.4,,0.3,,,,,26,,7,15.8,,NL,0.3,,,,ST JOHN'S,,1908-07-26 00:00:00,,,,,,2.2,8403500,,,0,8403500.1908.7.26,22.2,1908
-52.7,47.56666666666667,0,6.7,,0,,,,,27,,7,11.2,,NL,0,,,,ST JOHN'S,,1908-07-27 00:00:00,,,,,,6.8,8403500,,,0,8403500.1908.7.27,15.6,1908
-52.7,47.56666666666667,0,4.4,,0,,,,,28,,7,10,,NL,0,,,,ST JOHN'S,,1908-07-28 00:00:00,,,,,,8,8403500,,,0,8403500.1908.7.28,15.6,1908
-52.7,47.56666666666667,0,3.9,,0,,,,,29,,7,10.3,,NL,0,,,,ST JOHN'S,,1908-07-29 00:00:00,,,,,,7.7,8403500,,,0,8403500.1908.7.29,16.7,1908
-52.7,47.56666666666667,0,10,,0,,,,,30,,7,16.7,,NL,0,,,,ST JOHN'S,,1908-07-30 00:00:00,,,,,,1.3,8403500,,,0,8403500.1908.7.30,23.3,1908
-52.7,47.56666666666667,0,13.9,,0,,,,,31,,7,20,,NL,0,,,,ST JOHN'S,,1908-07-31 00:00:00,,,,,,0,8403500,,,2,8403500.1908.7.31,26.1,1908
-52.7,47.56666666666667,0,16.1,,0,,,,,1,,8,21.1,,NL,0,,,,ST JOHN'S,,1908-08-01 00:00:00,,,,,,0,8403500,,,3.1,8403500.1908.8.1,26.1,1908
-52.7,47.56666666666667,0,17.8,,5.6,,,,,2,,8,21.7,,NL,5.6,,,,ST JOHN'S,,1908-08-02 00:00:00,,,,,,0,8403500,,,3.7,8403500.1908.8.2,25.6,1908
-52.7,47.56666666666667,0,16.1,,0,,,,,3,,8,18.6,,NL,0,,,,ST JOHN'S,,1908-08-03 00:00:00,,,,,,0,8403500,,,0.6,8403500.1908.8.3,21.1,1908
-52.7,47.56666666666667,0,7.8,,0,,,,,4,,8,10.6,,NL,0,,,,ST JOHN'S,,1908-08-04 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.8.4,13.3,1908
-52.7,47.56666666666667,0,7.2,,0.5,,,,,5,,8,8.9,,NL,0.5,,,,ST JOHN'S,,1908-08-05 00:00:00,,,,,,9.1,8403500,,,0,8403500.1908.8.5,10.6,1908
-52.7,47.56666666666667,0,10.6,,0.5,,,,,6,,8,13.4,,NL,0.5,,,,ST JOHN'S,,1908-08-06 00:00:00,,,,,,4.6,8403500,,,0,8403500.1908.8.6,16.1,1908
-52.7,47.56666666666667,0,13.3,,0,,,,,7,,8,18.6,,NL,0,,,,ST JOHN'S,,1908-08-07 00:00:00,,,,,,0,8403500,,,0.6,8403500.1908.8.7,23.9,1908
-52.7,47.56666666666667,0,17.2,,0,,,,,8,,8,20.8,,NL,0,,,,ST JOHN'S,,1908-08-08 00:00:00,,,,,,0,8403500,,,2.8,8403500.1908.8.8,24.4,1908
-52.7,47.56666666666667,0,14.4,,0,,,,,9,,8,16.4,,NL,0,,,,ST JOHN'S,,1908-08-09 00:00:00,,,,,,1.6,8403500,,,0,8403500.1908.8.9,18.3,1908
-52.7,47.56666666666667,0,15.6,,5.8,,,,,10,,8,23.4,,NL,5.8,,,,ST JOHN'S,,1908-08-10 00:00:00,,,,,,0,8403500,,,5.4,8403500.1908.8.10,31.1,1908
-52.7,47.56666666666667,0,15,,0,,,,,11,,8,20.6,,NL,0,,,,ST JOHN'S,,1908-08-11 00:00:00,,,,,,0,8403500,,,2.6,8403500.1908.8.11,26.1,1908
-52.7,47.56666666666667,0,15,,0,,,,,12,,8,19.5,,NL,0,,,,ST JOHN'S,,1908-08-12 00:00:00,,,,,,0,8403500,,,1.5,8403500.1908.8.12,23.9,1908
-52.7,47.56666666666667,0,13.3,,0.3,,,,,13,,8,16.7,,NL,0.3,,,,ST JOHN'S,,1908-08-13 00:00:00,,,,,,1.3,8403500,,,0,8403500.1908.8.13,20,1908
-52.7,47.56666666666667,0,13.9,,0,,,,,14,,8,17.5,,NL,0,,,,ST JOHN'S,,1908-08-14 00:00:00,,,,,,0.5,8403500,,,0,8403500.1908.8.14,21.1,1908
-52.7,47.56666666666667,0,17.2,,17.8,,,,,15,,8,21.4,,NL,17.8,,,,ST JOHN'S,,1908-08-15 00:00:00,,,,,,0,8403500,,,3.4,8403500.1908.8.15,25.6,1908
-52.7,47.56666666666667,0,7.2,,2.5,,,,,16,,8,9.2,,NL,2.5,,,,ST JOHN'S,,1908-08-16 00:00:00,,,,,,8.8,8403500,,,0,8403500.1908.8.16,11.1,1908
-52.7,47.56666666666667,0,5.6,,0,,,,,17,,8,10.6,,NL,0,,,,ST JOHN'S,,1908-08-17 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.8.17,15.6,1908
-52.7,47.56666666666667,0,6.1,,0,,,,,18,,8,10,,NL,0,,,,ST JOHN'S,,1908-08-18 00:00:00,,,,,,8,8403500,,,0,8403500.1908.8.18,13.9,1908
-52.7,47.56666666666667,0,9.4,,5.1,,,,,19,,8,12.8,,NL,5.1,,,,ST JOHN'S,,1908-08-19 00:00:00,,,,,,5.2,8403500,,,0,8403500.1908.8.19,16.1,1908
-52.7,47.56666666666667,0,12.2,,4.6,,,,,20,,8,16.1,,NL,4.6,,,,ST JOHN'S,,1908-08-20 00:00:00,,,,,,1.9,8403500,,,0,8403500.1908.8.20,20,1908
-52.7,47.56666666666667,0,11.7,T,0,,,,,21,,8,15.6,,NL,0,,,,ST JOHN'S,,1908-08-21 00:00:00,,,,T,,2.4,8403500,,,0,8403500.1908.8.21,19.4,1908
-52.7,47.56666666666667,0,10.6,,0,,,,,22,,8,16.4,,NL,0,,,,ST JOHN'S,,1908-08-22 00:00:00,,,,,,1.6,8403500,,,0,8403500.1908.8.22,22.2,1908
-52.7,47.56666666666667,0,15.6,,2.3,,,,,23,,8,18.9,,NL,2.3,,,,ST JOHN'S,,1908-08-23 00:00:00,,,,,,0,8403500,,,0.9,8403500.1908.8.23,22.2,1908
-52.7,47.56666666666667,0,13.9,,0,,,,,24,,8,17,,NL,0,,,,ST JOHN'S,,1908-08-24 00:00:00,,,,,,1,8403500,,,0,8403500.1908.8.24,20,1908
-52.7,47.56666666666667,0,12.8,,0,,,,,25,,8,16.7,,NL,0,,,,ST JOHN'S,,1908-08-25 00:00:00,,,,,,1.3,8403500,,,0,8403500.1908.8.25,20.6,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,26,,8,15.3,,NL,0,,,,ST JOHN'S,,1908-08-26 00:00:00,,,,,,2.7,8403500,,,0,8403500.1908.8.26,19.4,1908
-52.7,47.56666666666667,0,7.8,,0,,,,,27,,8,12.3,,NL,0,,,,ST JOHN'S,,1908-08-27 00:00:00,,,,,,5.7,8403500,,,0,8403500.1908.8.27,16.7,1908
-52.7,47.56666666666667,0,6.1,,2.5,,,,,28,,8,9.5,,NL,2.5,,,,ST JOHN'S,,1908-08-28 00:00:00,,,,,,8.5,8403500,,,0,8403500.1908.8.28,12.8,1908
-52.7,47.56666666666667,0,7.2,,3.6,,,,,29,,8,11.1,,NL,3.6,,,,ST JOHN'S,,1908-08-29 00:00:00,,,,,,6.9,8403500,,,0,8403500.1908.8.29,15,1908
-52.7,47.56666666666667,0,7.2,,0,,,,,30,,8,13.3,,NL,0,,,,ST JOHN'S,,1908-08-30 00:00:00,,,,,,4.7,8403500,,,0,8403500.1908.8.30,19.4,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,31,,8,14.5,,NL,0,,,,ST JOHN'S,,1908-08-31 00:00:00,,,,,,3.5,8403500,,,0,8403500.1908.8.31,17.8,1908
-52.7,47.56666666666667,0,10,T,0,,,,,1,,9,12.8,,NL,0,,,,ST JOHN'S,,1908-09-01 00:00:00,,,,T,,5.2,8403500,,,0,8403500.1908.9.1,15.6,1908
-52.7,47.56666666666667,0,12.2,T,0,,,,,2,,9,18.6,,NL,0,,,,ST JOHN'S,,1908-09-02 00:00:00,,,,T,,0,8403500,,,0.6,8403500.1908.9.2,25,1908
-52.7,47.56666666666667,0,12.2,,0,,,,,3,,9,18.9,,NL,0,,,,ST JOHN'S,,1908-09-03 00:00:00,,,,,,0,8403500,,,0.9,8403500.1908.9.3,25.6,1908
-52.7,47.56666666666667,0,14.4,,0,,,,,4,,9,19.2,,NL,0,,,,ST JOHN'S,,1908-09-04 00:00:00,,,,,,0,8403500,,,1.2,8403500.1908.9.4,23.9,1908
-52.7,47.56666666666667,0,10.6,T,0,,,,,5,,9,12.8,,NL,0,,,,ST JOHN'S,,1908-09-05 00:00:00,,,,T,,5.2,8403500,,,0,8403500.1908.9.5,15,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,6,,9,15.6,,NL,0,,,,ST JOHN'S,,1908-09-06 00:00:00,,,,,,2.4,8403500,,,0,8403500.1908.9.6,20,1908
-52.7,47.56666666666667,0,7.8,,0,,,,,7,,9,11.4,,NL,0,,,,ST JOHN'S,,1908-09-07 00:00:00,,,,,,6.6,8403500,,,0,8403500.1908.9.7,15,1908
-52.7,47.56666666666667,0,12.8,,4.3,,,,,8,,9,17.3,,NL,4.3,,,,ST JOHN'S,,1908-09-08 00:00:00,,,,,,0.7,8403500,,,0,8403500.1908.9.8,21.7,1908
-52.7,47.56666666666667,0,10.6,,0,,,,,9,,9,13.9,,NL,0,,,,ST JOHN'S,,1908-09-09 00:00:00,,,,,,4.1,8403500,,,0,8403500.1908.9.9,17.2,1908
-52.7,47.56666666666667,0,6.7,,0,,,,,10,,9,12.8,,NL,0,,,,ST JOHN'S,,1908-09-10 00:00:00,,,,,,5.2,8403500,,,0,8403500.1908.9.10,18.9,1908
-52.7,47.56666666666667,0,13.3,,0,,,,,11,,9,18.3,,NL,0,,,,ST JOHN'S,,1908-09-11 00:00:00,,,,,,0,8403500,,,0.3,8403500.1908.9.11,23.3,1908
-52.7,47.56666666666667,0,11.1,,0,,,,,12,,9,15.3,,NL,0,,,,ST JOHN'S,,1908-09-12 00:00:00,,,,,,2.7,8403500,,,0,8403500.1908.9.12,19.4,1908
-52.7,47.56666666666667,0,7.2,,0,,,,,13,,9,14.5,,NL,0,,,,ST JOHN'S,,1908-09-13 00:00:00,,,,,,3.5,8403500,,,0,8403500.1908.9.13,21.7,1908
-52.7,47.56666666666667,0,11.7,,0,,,,,14,,9,14.2,,NL,0,,,,ST JOHN'S,,1908-09-14 00:00:00,,,,,,3.8,8403500,,,0,8403500.1908.9.14,16.7,1908
-52.7,47.56666666666667,0,5,,3,,,,,15,,9,8.4,,NL,3,,,,ST JOHN'S,,1908-09-15 00:00:00,,,,,,9.6,8403500,,,0,8403500.1908.9.15,11.7,1908
-52.7,47.56666666666667,0,5,,0,,,,,16,,9,12.5,,NL,0,,,,ST JOHN'S,,1908-09-16 00:00:00,,,,,,5.5,8403500,,,0,8403500.1908.9.16,20,1908
-52.7,47.56666666666667,0,11.7,,0,,,,,17,,9,14.8,,NL,0,,,,ST JOHN'S,,1908-09-17 00:00:00,,,,,,3.2,8403500,,,0,8403500.1908.9.17,17.8,1908
-52.7,47.56666666666667,0,11.1,,16,,,,,18,,9,13.9,,NL,16,,,,ST JOHN'S,,1908-09-18 00:00:00,,,,,,4.1,8403500,,,0,8403500.1908.9.18,16.7,1908
-52.7,47.56666666666667,0,6.7,,9.4,,,,,19,,9,12.3,,NL,9.4,,,,ST JOHN'S,,1908-09-19 00:00:00,,,,,,5.7,8403500,,,0,8403500.1908.9.19,17.8,1908
-52.7,47.56666666666667,0,3.3,,2.3,,,,,20,,9,6.4,,NL,2.3,,,,ST JOHN'S,,1908-09-20 00:00:00,,,,,,11.6,8403500,,,0,8403500.1908.9.20,9.4,1908
-52.7,47.56666666666667,0,2.2,T,0,,,,,21,,9,8.6,,NL,0,,,,ST JOHN'S,,1908-09-21 00:00:00,,,,T,,9.4,8403500,,,0,8403500.1908.9.21,15,1908
-52.7,47.56666666666667,0,10.6,,0,,,,,22,,9,13.7,,NL,0,,,,ST JOHN'S,,1908-09-22 00:00:00,,,,,,4.3,8403500,,,0,8403500.1908.9.22,16.7,1908
-52.7,47.56666666666667,0,10.6,,0,,,,,23,,9,14.8,,NL,0,,,,ST JOHN'S,,1908-09-23 00:00:00,,,,,,3.2,8403500,,,0,8403500.1908.9.23,18.9,1908
-52.7,47.56666666666667,0,12.8,,0,,,,,24,,9,18.1,,NL,0,,,,ST JOHN'S,,1908-09-24 00:00:00,,,,,,0,8403500,,,0.1,8403500.1908.9.24,23.3,1908
-52.7,47.56666666666667,0,9.4,,0,,,,,25,,9,13.6,,NL,0,,,,ST JOHN'S,,1908-09-25 00:00:00,,,,,,4.4,8403500,,,0,8403500.1908.9.25,17.8,1908
-52.7,47.56666666666667,0,8.3,,0,,,,,26,,9,10.6,,NL,0,,,,ST JOHN'S,,1908-09-26 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.9.26,12.8,1908
-52.7,47.56666666666667,0,6.1,,0,,,,,27,,9,8.4,,NL,0,,,,ST JOHN'S,,1908-09-27 00:00:00,,,,,,9.6,8403500,,,0,8403500.1908.9.27,10.6,1908
-52.7,47.56666666666667,0,4.4,,0,,,,,28,,9,8.1,,NL,0,,,,ST JOHN'S,,1908-09-28 00:00:00,,,,,,9.9,8403500,,,0,8403500.1908.9.28,11.7,1908
-52.7,47.56666666666667,0,2.8,,0,,,,,29,,9,10.3,,NL,0,,,,ST JOHN'S,,1908-09-29 00:00:00,,,,,,7.7,8403500,,,0,8403500.1908.9.29,17.8,1908
-52.7,47.56666666666667,0,10,,0,,,,,30,,9,15,,NL,0,,,,ST JOHN'S,,1908-09-30 00:00:00,,,,,,3,8403500,,,0,8403500.1908.9.30,20,1908
-52.7,47.56666666666667,0,8.3,,0,,,,,1,,10,12.2,,NL,0,,,,ST JOHN'S,,1908-10-01 00:00:00,,,,,,5.8,8403500,,,0,8403500.1908.10.1,16.1,1908
-52.7,47.56666666666667,0,7.2,,0,,,,,2,,10,12.2,,NL,0,,,,ST JOHN'S,,1908-10-02 00:00:00,,,,,,5.8,8403500,,,0,8403500.1908.10.2,17.2,1908
-52.7,47.56666666666667,0,6.1,,4.8,,,,,3,,10,10.6,,NL,4.8,,,,ST JOHN'S,,1908-10-03 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.10.3,15,1908
-52.7,47.56666666666667,0,5,,0.3,,,,,4,,10,7.2,,NL,0.3,,,,ST JOHN'S,,1908-10-04 00:00:00,,,,,,10.8,8403500,,,0,8403500.1908.10.4,9.4,1908
-52.7,47.56666666666667,0,2.2,,2.5,,,,,5,,10,5,,NL,2.5,,,,ST JOHN'S,,1908-10-05 00:00:00,,,,,,13,8403500,,,0,8403500.1908.10.5,7.8,1908
-52.7,47.56666666666667,0,1.1,,1,,,,,6,,10,4.7,,NL,1,,,,ST JOHN'S,,1908-10-06 00:00:00,,,,,,13.3,8403500,,,0,8403500.1908.10.6,8.3,1908
-52.7,47.56666666666667,0,1.1,,0,,,,,7,,10,8.4,,NL,0,,,,ST JOHN'S,,1908-10-07 00:00:00,,,,,,9.6,8403500,,,0,8403500.1908.10.7,15.6,1908
-52.7,47.56666666666667,0,8.3,T,0,,,,,8,,10,12.5,,NL,0,,,,ST JOHN'S,,1908-10-08 00:00:00,,,,T,,5.5,8403500,,,0,8403500.1908.10.8,16.7,1908
-52.7,47.56666666666667,0,6.7,,0,,,,,9,,10,13.1,,NL,0,,,,ST JOHN'S,,1908-10-09 00:00:00,,,,,,4.9,8403500,,,0,8403500.1908.10.9,19.4,1908
-52.7,47.56666666666667,0,2.2,,9.7,,,,,10,,10,5.3,,NL,9.7,,,,ST JOHN'S,,1908-10-10 00:00:00,,,,,,12.7,8403500,,,0,8403500.1908.10.10,8.3,1908
-52.7,47.56666666666667,0,1.1,,0,,,,,11,,10,8.1,,NL,0,,,,ST JOHN'S,,1908-10-11 00:00:00,,,,,,9.9,8403500,,,0,8403500.1908.10.11,15,1908
-52.7,47.56666666666667,0,5,,11.9,,,,,12,,10,10.6,,NL,11.9,,,,ST JOHN'S,,1908-10-12 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.10.12,16.1,1908
-52.7,47.56666666666667,0,1.1,,1.3,,,,,13,,10,5,,NL,1.3,,,,ST JOHN'S,,1908-10-13 00:00:00,,,,,,13,8403500,,,0,8403500.1908.10.13,8.9,1908
-52.7,47.56666666666667,0,6.7,,0,,,,,14,,10,9.5,,NL,0,,,,ST JOHN'S,,1908-10-14 00:00:00,,,,,,8.5,8403500,,,0,8403500.1908.10.14,12.2,1908
-52.7,47.56666666666667,0,0.6,,0,,,,,15,,10,7.8,,NL,0,,,,ST JOHN'S,,1908-10-15 00:00:00,,,,,,10.2,8403500,,,0,8403500.1908.10.15,15,1908
-52.7,47.56666666666667,0,7.8,,0,,,,,16,,10,13.1,,NL,0,,,,ST JOHN'S,,1908-10-16 00:00:00,,,,,,4.9,8403500,,,0,8403500.1908.10.16,18.3,1908
-52.7,47.56666666666667,0,9.4,,0,,,,,17,,10,10.8,,NL,0,,,,ST JOHN'S,,1908-10-17 00:00:00,,,,,,7.2,8403500,,,0,8403500.1908.10.17,12.2,1908
-52.7,47.56666666666667,0,3.9,,0,,,,,18,,10,9.5,,NL,0,,,,ST JOHN'S,,1908-10-18 00:00:00,,,,,,8.5,8403500,,,0,8403500.1908.10.18,15,1908
-52.7,47.56666666666667,0,5,,0,,,,,19,,10,10.6,,NL,0,,,,ST JOHN'S,,1908-10-19 00:00:00,,,,,,7.4,8403500,,,0,8403500.1908.10.19,16.1,1908
-52.7,47.56666666666667,0,1.7,,7.9,,,,,20,,10,3.1,,NL,7.9,,,,ST JOHN'S,,1908-10-20 00:00:00,,,,,,14.9,8403500,,,0,8403500.1908.10.20,4.4,1908
-52.7,47.56666666666667,0,0.6,,0.8,,,,,21,,10,2.5,,NL,0.8,,,,ST JOHN'S,,1908-10-21 00:00:00,,,,,,15.5,8403500,,,0,8403500.1908.10.21,4.4,1908
-52.7,47.56666666666667,0,-0.6,,3,,,,,22,,10,1.9,,NL,3,,,,ST JOHN'S,,1908-10-22 00:00:00,,,,,,16.1,8403500,,,0,8403500.1908.10.22,4.4,1908
-52.7,47.56666666666667,0,-0.6,,0,,,,,23,,10,6.9,,NL,0,,,,ST JOHN'S,,1908-10-23 00:00:00,,,,,,11.1,8403500,,,0,8403500.1908.10.23,14.4,1908
-52.7,47.56666666666667,0,5,,0,,,,,24,,10,8.9,,NL,0,,,,ST JOHN'S,,1908-10-24 00:00:00,,,,,,9.1,8403500,,,0,8403500.1908.10.24,12.8,1908
-52.7,47.56666666666667,0,0.6,,0,,,,,25,,10,2.5,,NL,0,,,,ST JOHN'S,,1908-10-25 00:00:00,,,,,,15.5,8403500,,,0,8403500.1908.10.25,4.4,1908
-52.7,47.56666666666667,0,-0.6,,0,,,,,26,,10,1.9,,NL,0,,,,ST JOHN'S,,1908-10-26 00:00:00,,,,,,16.1,8403500,,,0,8403500.1908.10.26,4.4,1908
-52.7,47.56666666666667,0,2.2,,0,,,,,27,,10,3.6,,NL,0,,,,ST JOHN'S,,1908-10-27 00:00:00,,,,,,14.4,8403500,,,0,8403500.1908.10.27,5,1908
-52.7,47.56666666666667,0,5,,7.9,,,,,28,,10,7.8,,NL,7.9,,,,ST JOHN'S,,1908-10-28 00:00:00,,,,,,10.2,8403500,,,0,8403500.1908.10.28,10.6,1908
-52.7,47.56666666666667,0,4.4,,2.5,,,,,29,,10,7.8,,NL,2.5,,,,ST JOHN'S,,1908-10-29 00:00:00,,,,,,10.2,8403500,,,0,8403500.1908.10.29,11.1,1908
-52.7,47.56666666666667,0,4.4,,2.3,,,,,30,,10,5.6,,NL,2.3,,,,ST JOHN'S,,1908-10-30 00:00:00,,,,,,12.4,8403500,,,0,8403500.1908.10.30,6.7,1908
-52.7,47.56666666666667,0,5.6,,24.4,,,,,31,,10,9.2,,NL,24.4,,,,ST JOHN'S,,1908-10-31 00:00:00,,,,,,8.8,8403500,,,0,8403500.1908.10.31,12.8,1908
-52.7,47.56666666666667,0,1.7,,0.3,,,,,1,,11,4.5,,NL,0.3,,,,ST JOHN'S,,1908-11-01 00:00:00,,,,,,13.5,8403500,,,0,8403500.1908.11.1,7.2,1908
-52.7,47.56666666666667,0,-0.6,,0.5,,,,,2,,11,2.2,,NL,0.5,,,,ST JOHN'S,,1908-11-02 00:00:00,,,,,,15.8,8403500,,,0,8403500.1908.11.2,5,1908
-52.7,47.56666666666667,0,0,,0,,,,,3,,11,3.6,,NL,0,,,,ST JOHN'S,,1908-11-03 00:00:00,,,,,,14.4,8403500,,,0,8403500.1908.11.3,7.2,1908
-52.7,47.56666666666667,0,-1.7,,0,,,,,4,,11,1.7,,NL,0,,,,ST JOHN'S,,1908-11-04 00:00:00,,,,,,16.3,8403500,,,0,8403500.1908.11.4,5,1908
-52.7,47.56666666666667,0,5,,16.3,,,,,5,,11,8.6,,NL,16.3,,,,ST JOHN'S,,1908-11-05 00:00:00,,,,,,9.4,8403500,,,0,8403500.1908.11.5,12.2,1908
-52.7,47.56666666666667,0,1.7,,23.6,,,,,6,,11,3.7,,NL,23.6,,,,ST JOHN'S,,1908-11-06 00:00:00,,,,,,14.3,8403500,,,0,8403500.1908.11.6,5.6,1908
-52.7,47.56666666666667,0,0.6,,3.3,,,,,7,,11,4.2,,NL,3.3,,,,ST JOHN'S,,1908-11-07 00:00:00,,,,,,13.8,8403500,,,0,8403500.1908.11.7,7.8,1908
-52.7,47.56666666666667,0,3.9,,18.3,,,,,8,,11,5,,NL,18.3,,,,ST JOHN'S,,1908-11-08 00:00:00,,,,,,13,8403500,,,0,8403500.1908.11.8,6.1,1908
-52.7,47.56666666666667,0,2.8,,1.3,,,,,9,,11,4.2,,NL,1.3,,,,ST JOHN'S,,1908-11-09 00:00:00,,,,,,13.8,8403500,,,0,8403500.1908.11.9,5.6,1908
-52.7,47.56666666666667,0,-0.6,T,0,,,,,10,,11,2.5,,NL,0,,,,ST JOHN'S,,1908-11-10 00:00:00,,,,T,,15.5,8403500,,,0,8403500.1908.11.10,5.6,1908
-52.7,47.56666666666667,0,0,,0,,,,,11,,11,2.2,,NL,0,,,,ST JOHN'S,,1908-11-11 00:00:00,,,,,,15.8,8403500,,,0,8403500.1908.11.11,4.4,1908
-52.7,47.56666666666667,0,-0.6,,7.9,T,,,,12,,11,5.3,,NL,7.9,,,,ST JOHN'S,,1908-11-12 00:00:00,,,,,,12.7,8403500,,,0,8403500.1908.11.12,11.1,1908
-52.7,47.56666666666667,0,0,,1.3,,,,,13,,11,5.6,,NL,1.3,,,,ST JOHN'S,,1908-11-13 00:00:00,,,,,,12.4,8403500,,,0,8403500.1908.11.13,11.1,1908
-52.7,47.56666666666667,1.3,-2.2,,1.3,,,,,14,,11,-1.1,,NL,0,,,,ST JOHN'S,,1908-11-14 00:00:00,,,,,,19.1,8403500,,,0,8403500.1908.11.14,0,1908
-52.7,47.56666666666667,0,-2.2,,0,,,,,15,,11,1.7,,NL,0,,,,ST JOHN'S,,1908-11-15 00:00:00,,,,,,16.3,8403500,,,0,8403500.1908.11.15,5.6,1908
-52.7,47.56666666666667,0,1.7,,10.9,,,,,16,,11,3.7,,NL,10.9,,,,ST JOHN'S,,1908-11-16 00:00:00,,,,,,14.3,8403500,,,0,8403500.1908.11.16,5.6,1908
