"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Day","Data.Quality","Max.Temp...C.","Max.Temp.Flag","Min.Temp...C.","Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Heat.Deg.Days...C.","Heat.Deg.Days.Flag","Cool.Deg.Days...C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag","date"
"707",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-07",2009,12,7,NA,-2.1,NA,-3.9,NA,-3,NA,21,NA,0,NA,0,NA,1.2,NA,0.8,NA,35,NA,31,"E","67","E",2009-12-07
"708",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-08",2009,12,8,NA,-2.5,NA,-6.8,NA,-4.7,NA,22.7,NA,0,NA,0,NA,0.2,NA,0,"TRUE",33,NA,30,"E","50","E",2009-12-08
"709",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-09",2009,12,9,NA,-3.4,NA,-7.3,NA,-5.4,NA,23.4,NA,0,NA,0,NA,0.6,NA,0.6,NA,28,NA,30,"E","39","E",2009-12-09
"710",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-10",2009,12,10,NA,3.9,NA,-5.2,NA,-0.7,NA,18.7,NA,0,NA,0.2,NA,7.2,NA,7,NA,27,NA,15,"E","74","E",2009-12-10
"711",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-11",2009,12,11,NA,2.6,NA,-3.4,NA,-0.4,NA,18.4,NA,0,NA,0,NA,4.2,NA,3.6,NA,25,NA,26,"E","80","E",2009-12-11
"712",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-12",2009,12,12,NA,-1.4,NA,-5,NA,-3.2,NA,21.2,NA,0,NA,0,NA,3.2,NA,3.2,NA,27,NA,29,"E","59","E",2009-12-12
"713",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-13",2009,12,13,NA,-4.7,NA,-8.4,NA,-6.6,NA,24.6,NA,0,NA,0,NA,1,NA,0.2,NA,27,NA,30,"E","56","E",2009-12-13
"714",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-14",2009,12,14,NA,0,NA,-8.8,NA,-4.4,NA,22.4,NA,0,NA,0,NA,0,NA,0,NA,25,NA,29,"E","37","E",2009-12-14
"715",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-15",2009,12,15,NA,4.4,NA,-0.3,NA,2.1,NA,15.9,NA,0,NA,0,NA,0,NA,0,NA,22,NA,16,"E","52","E",2009-12-15
"716",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-16",2009,12,16,NA,2.3,NA,0.2,NA,1.3,NA,16.7,NA,0,NA,31.6,NA,0,"TRUE",31.6,NA,17,NA,16,"E","63","E",2009-12-16
"717",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-17",2009,12,17,NA,2.2,NA,-2.8,NA,-0.3,NA,18.3,NA,0,NA,3.4,NA,5.6,NA,8.6,NA,9,NA,29,"E","56","E",2009-12-17
"718",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-18",2009,12,18,NA,-1.9,NA,-8.2,NA,-5.1,NA,23.1,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",11,NA,22,"E","37","E",2009-12-18
"719",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-19",2009,12,19,NA,0.2,NA,-3.8,NA,-1.8,NA,19.8,NA,0,NA,2,NA,8.6,NA,10.6,NA,14,NA,33,"E","57","E",2009-12-19
"720",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-20",2009,12,20,NA,2.7,NA,-0.9,NA,0.9,NA,17.1,NA,0,NA,4,NA,0,NA,4,NA,12,NA,15,"E","46","E",2009-12-20
"721",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-21",2009,12,21,NA,3.7,NA,-0.3,NA,1.7,NA,16.3,NA,0,NA,8.2,NA,0,"TRUE",8.2,NA,8,NA,7,"E","83","E",2009-12-21
"722",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-22",2009,12,22,NA,3.5,NA,2.1,NA,2.8,NA,15.2,NA,0,NA,8.8,NA,0,NA,8.8,NA,5,NA,7,"E","89","E",2009-12-22
"723",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-23",2009,12,23,NA,2.6,NA,-0.3,NA,1.2,NA,16.8,NA,0,NA,0.4,NA,0.4,NA,0.4,NA,2,NA,5,"E","41","E",2009-12-23
"724",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-24",2009,12,24,NA,-0.1,NA,-2.2,NA,-1.2,NA,19.2,NA,0,NA,0,"TRUE",0.6,NA,0.6,NA,1,NA,3,"E","37","E",2009-12-24
"725",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-25",2009,12,25,NA,0.6,NA,-0.3,NA,0.2,NA,17.8,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",1,NA,2,"E","44","E",2009-12-25
"726",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-26",2009,12,26,NA,-0.1,NA,-2.6,NA,-1.4,NA,19.4,NA,0,NA,0,NA,0.2,NA,0.2,NA,1,NA,1,"E","50","E",2009-12-26
"727",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-27",2009,12,27,NA,-2.4,NA,-7.2,NA,-4.8,NA,22.8,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",1,NA,34,"E","35","E",2009-12-27
"728",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-28",2009,12,28,NA,1.2,NA,-5.7,NA,-2.3,NA,20.3,NA,0,NA,5.4,NA,0,"TRUE",5.4,NA,1,NA,15,"E","70","E",2009-12-28
"729",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-29",2009,12,29,NA,5.9,NA,0.3,NA,3.1,NA,14.9,NA,0,NA,16.2,NA,0,NA,16.2,NA,0,"TRUE",17,"E","70","E",2009-12-29
"730",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-30",2009,12,30,NA,2.9,NA,-6,NA,-1.6,NA,19.6,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",27,"E","52","E",2009-12-30
"731",-52.74,47.62,"ST JOHN'S A",8403506,"2009-12-31",2009,12,31,NA,-3.2,NA,-6.2,NA,-4.7,NA,22.7,NA,0,NA,0.2,NA,0.2,NA,0.4,NA,0,"TRUE",34,"E","63","E",2009-12-31
"732",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-01",2010,1,1,NA,1.5,NA,-5,NA,-1.8,NA,19.8,NA,0,NA,0.2,NA,1,NA,1.2,NA,1,NA,31,"E","63","E",2010-01-01
"733",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-02",2010,1,2,NA,3.2,NA,1.3,NA,2.3,NA,15.7,NA,0,NA,0.2,NA,0,NA,0.2,NA,0,"TRUE",9,"E","50","E",2010-01-02
"734",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-03",2010,1,3,NA,3,NA,1.4,NA,2.2,NA,15.8,NA,0,NA,29.4,NA,0,NA,29.4,NA,0,"TRUE",9,"E","56","E",2010-01-03
"735",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-04",2010,1,4,NA,3.7,NA,1.3,NA,2.5,NA,15.5,NA,0,NA,8.4,NA,0,NA,8.4,NA,0,"TRUE",22,"E","59","E",2010-01-04
"736",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-05",2010,1,5,NA,3,NA,1.1,NA,2.1,NA,15.9,NA,0,NA,2.4,NA,0,"TRUE",2.4,NA,0,"TRUE",27,"E","50","E",2010-01-05
"737",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-06",2010,1,6,NA,4.7,NA,-2.2,NA,1.3,NA,16.7,NA,0,NA,0.4,NA,0,NA,0.4,NA,0,NA,21,"E","35","E",2010-01-06
"738",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-07",2010,1,7,NA,2.4,NA,-1.7,NA,0.4,NA,17.6,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,NA,NA,"","<31","",2010-01-07
"739",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-08",2010,1,8,NA,2.4,NA,-2,NA,0.2,NA,17.8,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,NA,NA,"","<31","",2010-01-08
"740",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-09",2010,1,9,NA,-0.6,NA,-2.8,NA,-1.7,NA,19.7,NA,0,NA,0,NA,14.8,NA,14.4,NA,0,"TRUE",36,"E","63","E",2010-01-09
"741",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-10",2010,1,10,NA,-0.7,NA,-7.5,NA,-4.1,NA,22.1,NA,0,NA,0,NA,0.6,NA,0.4,NA,14,NA,28,"E","70","E",2010-01-10
"742",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-11",2010,1,11,NA,-2.9,NA,-8.3,NA,-5.6,NA,23.6,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",12,NA,28,"E","80","E",2010-01-11
"743",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-12",2010,1,12,NA,-0.6,NA,-4.1,NA,-2.4,NA,20.4,NA,0,NA,0,NA,0,NA,0,NA,12,NA,27,"E","76","E",2010-01-12
"744",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-13",2010,1,13,NA,0,NA,-3,NA,-1.5,NA,19.5,NA,0,NA,0,"TRUE",0.6,NA,0.6,NA,11,NA,1,"E","46","E",2010-01-13
"745",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-14",2010,1,14,NA,-0.2,NA,-5.8,NA,-3,NA,21,NA,0,NA,0,"TRUE",0.4,NA,0.4,NA,11,NA,36,"E","54","E",2010-01-14
"746",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-15",2010,1,15,NA,1.4,NA,-5.4,NA,-2,NA,20,NA,0,NA,0,NA,0.8,NA,0.2,NA,11,NA,26,"E","69","E",2010-01-15
"747",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-16",2010,1,16,NA,1.8,NA,-6.1,NA,-2.2,NA,20.2,NA,0,NA,0,NA,4,NA,3.4,NA,11,NA,27,"E","39","E",2010-01-16
"748",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-17",2010,1,17,NA,-6.1,NA,-13,NA,-9.6,NA,27.6,NA,0,NA,0,NA,5,NA,3.2,NA,15,NA,31,"E","74","E",2010-01-17
"749",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-18",2010,1,18,NA,-5.8,NA,-11.9,NA,-8.9,NA,26.9,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",13,NA,31,"E","41","E",2010-01-18
"750",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-19",2010,1,19,NA,-3,NA,-6.1,NA,-4.6,NA,22.6,NA,0,NA,0,NA,0,NA,0,NA,13,NA,NA,"M","","M",2010-01-19
"751",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-20",2010,1,20,NA,-3,NA,-8.3,NA,-5.7,NA,23.7,NA,0,NA,0,NA,0,NA,0,NA,13,NA,NA,"","<31","",2010-01-20
"752",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-21",2010,1,21,NA,-1.8,NA,-7.6,NA,-4.7,NA,22.7,NA,0,NA,0,NA,9.6,NA,8.2,NA,13,NA,35,"E","56","E",2010-01-21
"753",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-22",2010,1,22,NA,-4.3,NA,-8.9,NA,-6.6,NA,24.6,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",22,NA,32,"E","48","E",2010-01-22
"754",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-23",2010,1,23,NA,-7.6,NA,-13.9,NA,-10.8,NA,28.8,NA,0,NA,0,NA,2.2,NA,0.4,NA,22,NA,29,"E","39","E",2010-01-23
"755",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-24",2010,1,24,NA,-7.3,NA,-10.6,NA,-9,NA,27,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",22,NA,NA,"","<31","",2010-01-24
"756",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-25",2010,1,25,NA,-5.4,NA,-13.9,NA,-9.7,NA,27.7,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",22,NA,33,"E","41","E",2010-01-25
"757",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-26",2010,1,26,NA,-0.3,NA,-10.4,NA,-5.4,NA,23.4,NA,0,NA,0,NA,0.4,NA,0.4,NA,22,NA,16,"E","76","E",2010-01-26
"758",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-27",2010,1,27,NA,4,NA,-0.4,NA,1.8,NA,16.2,NA,0,NA,15.2,NA,0,"TRUE",15.2,NA,21,NA,16,"E","70","E",2010-01-27
"759",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-28",2010,1,28,NA,4.6,NA,0.9,NA,2.8,NA,15.2,NA,0,NA,22.2,NA,0,NA,22.2,NA,8,NA,NA,"","<31","",2010-01-28
"760",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-29",2010,1,29,NA,3.1,NA,-3.1,NA,0,NA,18,NA,0,NA,4,NA,2,NA,4.8,NA,6,NA,18,"E","56","E",2010-01-29
"761",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-30",2010,1,30,NA,-0.9,NA,-5.4,NA,-3.2,NA,21.2,NA,0,NA,0,NA,5.6,NA,3.8,NA,8,NA,26,"E","65","E",2010-01-30
"762",-52.74,47.62,"ST JOHN'S A",8403506,"2010-01-31",2010,1,31,NA,-3.7,NA,-8.3,NA,-6,NA,24,NA,0,NA,0,NA,3.6,NA,2.4,NA,10,NA,28,"E","56","E",2010-01-31
"763",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-01",2010,2,1,NA,-4.9,NA,-10.3,NA,-7.6,NA,25.6,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",10,NA,30,"E","50","E",2010-02-01
"764",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-02",2010,2,2,NA,-9.4,NA,-14.1,NA,-11.8,NA,29.8,NA,0,NA,0,NA,0,NA,0,NA,10,NA,30,"E","57","E",2010-02-02
"765",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-03",2010,2,3,NA,-8.4,NA,-13,NA,-10.7,NA,28.7,NA,0,NA,0,NA,0,NA,0,NA,10,NA,29,"E","52","E",2010-02-03
"766",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-04",2010,2,4,NA,-7.5,NA,-13.6,NA,-10.6,NA,28.6,NA,0,NA,0,NA,6,NA,3,NA,3,NA,36,"E","54","E",2010-02-04
"767",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-05",2010,2,5,NA,-0.2,NA,-8.6,NA,-4.4,NA,22.4,NA,0,NA,0,NA,24.7,NA,17.6,NA,14,NA,35,"E","76","E",2010-02-05
"768",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-06",2010,2,6,NA,0.1,NA,-1.4,NA,-0.7,NA,18.7,NA,0,NA,0,"TRUE",8.6,NA,5.3,NA,30,NA,32,"E","61","E",2010-02-06
"769",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-07",2010,2,7,NA,0.5,NA,-1.8,NA,-0.7,NA,18.7,NA,0,NA,0.2,NA,0,NA,0.2,NA,34,NA,27,"E","54","E",2010-02-07
"770",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-08",2010,2,8,NA,1.3,NA,-1.5,NA,-0.1,NA,18.1,NA,0,NA,0,"TRUE",1.8,NA,1.8,NA,34,NA,27,"E","44","E",2010-02-08
"771",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-09",2010,2,9,NA,0.7,NA,-0.8,NA,-0.1,NA,18.1,NA,0,NA,0,"TRUE",5.4,NA,3.6,NA,36,NA,29,"E","48","E",2010-02-09
"772",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-10",2010,2,10,NA,2.2,NA,-1.5,NA,0.4,NA,17.6,NA,0,NA,0.4,NA,2.4,NA,2.8,NA,34,NA,30,"E","46","E",2010-02-10
"773",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-11",2010,2,11,NA,0.4,NA,-5.6,NA,-2.6,NA,20.6,NA,0,NA,0,NA,5.5,NA,5.5,NA,28,NA,7,"E","59","E",2010-02-11
"774",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-12",2010,2,12,NA,1.4,NA,-0.2,NA,0.6,NA,17.4,NA,0,NA,16,NA,0,"TRUE",16,NA,23,NA,2,"E","52","E",2010-02-12
"775",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-13",2010,2,13,NA,1.5,NA,-0.8,NA,0.4,NA,17.6,NA,0,NA,1.6,NA,2.4,NA,4,NA,15,NA,25,"E","44","E",2010-02-13
"776",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-14",2010,2,14,NA,-0.1,NA,-1.4,NA,-0.8,NA,18.8,NA,0,NA,0,NA,0.2,NA,0,"TRUE",14,NA,NA,"","<31","",2010-02-14
"777",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-15",2010,2,15,NA,-0.1,NA,-2.3,NA,-1.2,NA,19.2,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",13,NA,31,"E","41","E",2010-02-15
"778",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-16",2010,2,16,NA,0.2,NA,-2.7,NA,-1.3,NA,19.3,NA,0,NA,0.4,NA,0,"TRUE",0.4,NA,12,NA,29,"E","48","E",2010-02-16
"779",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-17",2010,2,17,NA,0,NA,-2,NA,-1,NA,19,NA,0,NA,3.8,NA,0.4,NA,4,NA,12,NA,15,"E","37","E",2010-02-17
"780",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-18",2010,2,18,NA,1,NA,-1.2,NA,-0.1,NA,18.1,NA,0,NA,1.4,NA,0,"TRUE",1.4,NA,11,NA,21,"E","44","E",2010-02-18
"781",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-19",2010,2,19,NA,1.7,NA,-1,NA,0.4,NA,17.6,NA,0,NA,8.4,NA,2.6,NA,11,NA,8,NA,7,"E","70","E",2010-02-19
"782",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-20",2010,2,20,NA,0.2,NA,-2.8,NA,-1.3,NA,19.3,NA,0,NA,0,"TRUE",0.6,NA,0.6,NA,7,NA,16,"E","39","E",2010-02-20
"783",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-21",2010,2,21,NA,1.3,NA,-2.3,NA,-0.5,NA,18.5,NA,0,NA,2,NA,7.4,NA,8.8,NA,7,NA,9,"E","41","E",2010-02-21
"784",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-22",2010,2,22,NA,2.3,NA,-0.5,NA,0.9,NA,17.1,NA,0,NA,0,NA,0,NA,0,NA,8,NA,9,"E","57","E",2010-02-22
"785",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-23",2010,2,23,NA,1.3,NA,-2.5,NA,-0.6,NA,18.6,NA,0,NA,0,"TRUE",1,NA,0.6,NA,9,NA,4,"E","35","E",2010-02-23
"786",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-24",2010,2,24,NA,-0.1,NA,-2.8,NA,-1.5,NA,19.5,NA,0,NA,0,"TRUE",1.2,NA,0.2,NA,9,NA,NA,"","<31","",2010-02-24
"787",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-25",2010,2,25,NA,-1.4,NA,-4.7,NA,-3.1,NA,21.1,NA,0,NA,0,NA,0.4,NA,0.2,NA,9,NA,NA,"","<31","",2010-02-25
"788",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-26",2010,2,26,NA,-0.3,NA,-5.3,NA,-2.8,NA,20.8,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",9,NA,NA,"","<31","",2010-02-26
"789",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-27",2010,2,27,NA,-2.4,NA,-6.3,NA,-4.4,NA,22.4,NA,0,NA,0,NA,0.2,NA,0,"TRUE",9,NA,NA,"","<31","",2010-02-27
"790",-52.74,47.62,"ST JOHN'S A",8403506,"2010-02-28",2010,2,28,NA,-0.4,NA,-2.7,NA,-1.6,NA,19.6,NA,0,NA,0,NA,0.4,NA,0.2,NA,9,NA,13,"E","35","E",2010-02-28
"791",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-01",2010,3,1,NA,1.9,NA,-1.2,NA,0.4,NA,17.6,NA,0,NA,45.2,NA,0,NA,45.2,NA,9,NA,11,"E","57","E",2010-03-01
"792",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-02",2010,3,2,NA,3.3,NA,0.6,NA,2,NA,16,NA,0,NA,6.2,NA,0,NA,6.2,NA,5,NA,NA,"","<31","",2010-03-02
"793",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-03",2010,3,3,NA,3.3,NA,-0.7,NA,1.3,NA,16.7,NA,0,NA,1,NA,0,NA,1,NA,3,NA,36,"E","35","E",2010-03-03
"794",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-04",2010,3,4,NA,0.1,NA,-1,NA,-0.5,NA,18.5,NA,0,NA,10,NA,0,NA,10,NA,3,NA,NA,"M","","M",2010-03-04
"795",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-05",2010,3,5,NA,0.7,NA,0,NA,0.4,NA,17.6,NA,0,NA,71.4,NA,0,NA,71.4,NA,3,NA,NA,"M","","M",2010-03-05
"796",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-06",2010,3,6,NA,1.4,NA,-0.2,NA,0.6,NA,17.4,NA,0,NA,46.6,NA,0,NA,46.6,NA,3,NA,1,"E","59","E",2010-03-06
"797",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-07",2010,3,7,NA,-0.1,NA,-5.2,NA,-2.7,NA,20.7,NA,0,NA,0.2,NA,0,"TRUE",0.2,NA,3,NA,36,"E","52","E",2010-03-07
"798",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-08",2010,3,8,NA,2.9,NA,-5.4,NA,-1.3,NA,19.3,NA,0,NA,0,NA,0,NA,0,NA,3,NA,20,"E","46","E",2010-03-08
"799",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-09",2010,3,9,NA,1.7,NA,-3.4,NA,-0.9,NA,18.9,NA,0,NA,2.2,NA,1.4,NA,3.6,NA,3,NA,19,"E","35","E",2010-03-09
"800",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-10",2010,3,10,NA,1.3,NA,-4.1,NA,-1.4,NA,19.4,NA,0,NA,0,NA,0.2,NA,0,"TRUE",3,NA,25,"E","39","E",2010-03-10
"801",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-11",2010,3,11,NA,-1.1,NA,-4.4,NA,-2.8,NA,20.8,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",3,NA,NA,"","<31","",2010-03-11
"802",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-12",2010,3,12,NA,-2,NA,-4.6,NA,-3.3,NA,21.3,NA,0,NA,0,NA,3.8,NA,3.8,NA,3,NA,NA,"","<31","",2010-03-12
"803",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-13",2010,3,13,NA,-0.5,NA,-7.2,NA,-3.9,NA,21.9,NA,0,NA,0,NA,3.8,NA,3.8,NA,6,NA,NA,"","<31","",2010-03-13
"804",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-14",2010,3,14,NA,4.7,NA,-6.1,NA,-0.7,NA,18.7,NA,0,NA,0,NA,0,NA,0,NA,6,NA,26,"E","32","E",2010-03-14
"805",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-15",2010,3,15,NA,0.9,NA,-2.6,NA,-0.9,NA,18.9,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",5,NA,35,"E","48","E",2010-03-15
"806",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-16",2010,3,16,NA,5.6,NA,-4.7,NA,0.5,NA,17.5,NA,0,NA,0,NA,0,NA,0,NA,5,NA,27,"E","33","E",2010-03-16
"807",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-17",2010,3,17,NA,5.8,NA,-1.9,NA,2,NA,16,NA,0,NA,0,NA,0,NA,0,NA,3,NA,30,"E","33","E",2010-03-17
"808",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-18",2010,3,18,NA,6.7,NA,-1.3,NA,2.7,NA,15.3,NA,0,NA,0,NA,0,NA,0,NA,2,NA,22,"E","52","E",2010-03-18
"809",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-19",2010,3,19,NA,6.2,NA,-2.8,NA,1.7,NA,16.3,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",2,NA,28,"E","33","E",2010-03-19
"810",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-20",2010,3,20,NA,3.9,NA,-3.4,NA,0.3,NA,17.7,NA,0,NA,1.2,NA,1.8,NA,3,NA,2,NA,26,"E","37","E",2010-03-20
"811",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-21",2010,3,21,NA,4.7,NA,-3.8,NA,0.5,NA,17.5,NA,0,NA,0.8,NA,0.4,NA,1.2,NA,2,NA,28,"E","61","E",2010-03-21
"812",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-22",2010,3,22,NA,2,NA,-4.5,NA,-1.3,NA,19.3,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",2,NA,NA,"","<31","",2010-03-22
"813",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-23",2010,3,23,NA,3.4,NA,-1.8,NA,0.8,NA,17.2,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,"","<31","",2010-03-23
"814",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-24",2010,3,24,NA,1.1,NA,-1.5,NA,-0.2,NA,18.2,NA,0,NA,33.8,NA,0,"TRUE",33.8,NA,2,NA,NA,"M","","M",2010-03-24
"815",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-25",2010,3,25,NA,3.9,NA,0.6,NA,2.3,NA,15.7,NA,0,NA,11,NA,0,NA,11,NA,1,NA,32,"E","44","E",2010-03-25
"816",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-26",2010,3,26,NA,10.4,NA,1.1,NA,5.8,NA,12.2,NA,0,NA,0,"TRUE",0,NA,0,"TRUE",1,NA,33,"E","41","E",2010-03-26
"817",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-27",2010,3,27,NA,7.3,NA,-7,NA,0.2,NA,17.8,NA,0,NA,1,NA,10.6,NA,9.4,NA,0,"TRUE",2,"E","46","E",2010-03-27
"818",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-28",2010,3,28,NA,-4.1,NA,-9.7,NA,-6.9,NA,24.9,NA,0,NA,0,NA,0.4,NA,0.2,NA,6,NA,36,"E","50","E",2010-03-28
"819",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-29",2010,3,29,NA,-1.6,NA,-9.4,NA,-5.5,NA,23.5,NA,0,NA,0,NA,0,NA,0,NA,6,NA,NA,"","<31","",2010-03-29
"820",-52.74,47.62,"ST JOHN'S A",8403506,"2010-03-30",2010,3,30,NA,3.1,NA,-3.4,NA,-0.2,NA,18.2,NA,0,NA,0,NA,0,NA,0,NA,4,NA,17,"E","41","E",2010-03-30
